rank,pair_uid,candidate_origins,new_outside_step4,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,alias_normalized_left,alias_normalized_right,source_cosine,frozen_source_score,unbounded_identity_logit_diagnostic,feature_bounded_identity_logit_diagnostic,identity_logit_correction,synthetic_scale_model_score,model_score_is_real_probability,synthetic_support_clipped,observable_state_hash,synthetic_train_development_support_status,synthetic_train_development_positive_support_count,synthetic_train_development_negative_support_count,synthetic_support_splits,synthetic_positive_support_repeated,synthetic_positive_support_in_both_splits,production_review_eligible,out_of_support_feature_count,out_of_support_feature_names,shared_token_count,shared_token_hashes,shared_identifier_types,strong_common_middle_count,weak_common_middle_count,step4_candidate_rule_hits,verified_direct_token_count_log1p,repeated_verified_token_count_log1p,bilateral_direct_item_count_log1p,shared_identifier_type_count_log1p,risky_token_count_log1p,support_token_count_log1p,high_frequency_token_count_log1p,risky_without_verified,support_without_verified,verified_x_risky,verified_x_support,shared_telegram_token_count_log1p,shared_email_token_count_log1p,shared_bat_token_count_log1p,shared_qq_token_count_log1p,shared_wechat_token_count_log1p,shared_phone_token_count_log1p,shared_crypto_wallet_token_count_log1p,shared_external_url_token_count_log1p,strong_rotation_path_count_log1p,corroborated_rotation_path_count_log1p,uncorroborated_rotation_path_count_log1p,weak_path_count_log1p,maximum_strong_middle_degree_log1p,rotation_telegram_edge_token_count_log1p,rotation_email_edge_token_count_log1p,rotation_bat_edge_token_count_log1p,rotation_qq_edge_token_count_log1p,rotation_wechat_edge_token_count_log1p,rotation_phone_edge_token_count_log1p,rotation_crypto_wallet_edge_token_count_log1p,verified_x_repeat,rotation_x_corroboration
517,market_item.xlsx|茶马古道|seller_raw:/shop/453445||market_item.xlsx|茶马古道|seller_raw:/shop/453493,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/453445,market_item.xlsx|茶马古道|seller_raw:/shop/453493,茶马古道,茶马古道,/shop/453445,/shop/453493,0.933745734172,0.326323546937,0.000000000000,0.000000000000,0.000000000000,0.326323546937,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
518,market_item.xlsx|中文暗网交易市场|seller_raw:28079||market_item.xlsx|茶马古道|seller_raw:/shop/461027,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:28079,market_item.xlsx|茶马古道|seller_raw:/shop/461027,中文暗网交易市场,茶马古道,28079,/shop/461027,0.933720410624,0.326192865455,0.000000000000,0.000000000000,0.000000000000,0.326192865455,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
519,market_item.xlsx|茶马古道|seller_raw:/shop/420830||market_item.xlsx|茶马古道|seller_raw:/shop/454105,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/420830,market_item.xlsx|茶马古道|seller_raw:/shop/454105,茶马古道,茶马古道,/shop/420830,/shop/454105,0.933664598732,0.325904945069,0.000000000000,0.000000000000,0.000000000000,0.325904945069,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
520,market_item.xlsx|茶马古道|seller_raw:/shop/415543||market_item.xlsx|茶马古道|seller_raw:/shop/418024,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/415543,market_item.xlsx|茶马古道|seller_raw:/shop/418024,茶马古道,茶马古道,/shop/415543,/shop/418024,0.933611425833,0.325630760781,0.000000000000,0.000000000000,0.000000000000,0.325630760781,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
521,market_item.xlsx|中文暗网交易市场|seller_raw:25869||market_item.xlsx|中文暗网交易市场|seller_raw:55495,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:25869,market_item.xlsx|中文暗网交易市场|seller_raw:55495,中文暗网交易市场,中文暗网交易市场,25869,55495,0.933569337125,0.325413816360,0.000000000000,0.000000000000,0.000000000000,0.325413816360,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
522,market_item.xlsx|茶马古道|seller_raw:/shop/431398||market_item.xlsx|茶马古道|seller_raw:/shop/469170,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/431398,market_item.xlsx|茶马古道|seller_raw:/shop/469170,茶马古道,茶马古道,/shop/431398,/shop/469170,0.933539617916,0.325260675065,0.000000000000,0.000000000000,0.000000000000,0.325260675065,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
523,market_item.xlsx|茶马古道|seller_raw:/shop/399003||market_item.xlsx|茶马古道|seller_raw:/shop/468121,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/399003,market_item.xlsx|茶马古道|seller_raw:/shop/468121,茶马古道,茶马古道,/shop/399003,/shop/468121,0.933510620092,0.325111287004,0.000000000000,0.000000000000,0.000000000000,0.325111287004,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
524,market_item.xlsx|茶马古道|seller_raw:/shop/393365||market_item.xlsx|茶马古道|seller_raw:/shop/405740,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/393365,market_item.xlsx|茶马古道|seller_raw:/shop/405740,茶马古道,茶马古道,/shop/393365,/shop/405740,0.933444413470,0.324770343766,0.000000000000,0.000000000000,0.000000000000,0.324770343766,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
525,market_item.xlsx|茶马古道|seller_raw:/shop/394040||market_item.xlsx|茶马古道|seller_raw:/shop/415513,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/394040,market_item.xlsx|茶马古道|seller_raw:/shop/415513,茶马古道,茶马古道,/shop/394040,/shop/415513,0.933392297119,0.324502091573,0.000000000000,0.000000000000,0.000000000000,0.324502091573,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
526,market_item.xlsx|中文暗网交易市场|seller_raw:321810||market_item.xlsx|中文暗网交易市场|seller_raw:433460,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:321810,market_item.xlsx|中文暗网交易市场|seller_raw:433460,中文暗网交易市场,中文暗网交易市场,321810,433460,0.933371039960,0.324392710230,0.000000000000,0.000000000000,0.000000000000,0.324392710230,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
527,market_item.xlsx|茶马古道|seller_raw:/shop/416063||market_item.xlsx|茶马古道|seller_raw:/shop/7106,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/416063,market_item.xlsx|茶马古道|seller_raw:/shop/7106,茶马古道,茶马古道,/shop/416063,/shop/7106,0.933345039184,0.324258946084,0.000000000000,0.000000000000,0.000000000000,0.324258946084,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
528,market_item.xlsx|茶马古道|seller_raw:/shop/395866||market_item.xlsx|茶马古道|seller_raw:/shop/442381,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/395866,market_item.xlsx|茶马古道|seller_raw:/shop/442381,茶马古道,茶马古道,/shop/395866,/shop/442381,0.933311934242,0.324088675221,0.000000000000,0.000000000000,0.000000000000,0.324088675221,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
529,market_item.xlsx|中文暗网交易市场|seller_raw:64596||market_item.xlsx|中文暗网交易市场|seller_raw:65358,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:64596,market_item.xlsx|中文暗网交易市场|seller_raw:65358,中文暗网交易市场,中文暗网交易市场,64596,65358,0.933278065723,0.323914525179,0.000000000000,0.000000000000,0.000000000000,0.323914525179,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
530,market_item.xlsx|中文暗网交易市场|seller_raw:38978||market_item.xlsx|中文暗网交易市场|seller_raw:67272,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:38978,market_item.xlsx|中文暗网交易市场|seller_raw:67272,中文暗网交易市场,中文暗网交易市场,38978,67272,0.933150335751,0.323258183735,0.000000000000,0.000000000000,0.000000000000,0.323258183735,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
531,market_item.xlsx|中文暗网交易市场|seller_raw:25869||market_item.xlsx|中文暗网交易市场|seller_raw:47690,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:25869,market_item.xlsx|中文暗网交易市场|seller_raw:47690,中文暗网交易市场,中文暗网交易市场,25869,47690,0.933002897798,0.322501437341,0.000000000000,0.000000000000,0.000000000000,0.322501437341,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
532,market_item.xlsx|中文暗网交易市场|seller_raw:504302||market_item.xlsx|中文暗网交易市场|seller_raw:51597,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:504302,market_item.xlsx|中文暗网交易市场|seller_raw:51597,中文暗网交易市场,中文暗网交易市场,504302,51597,0.932983651589,0.322402721928,0.000000000000,0.000000000000,0.000000000000,0.322402721928,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
533,market_item.xlsx|茶马古道|seller_raw:/shop/411384||market_item.xlsx|茶马古道|seller_raw:/shop/446431,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/411384,market_item.xlsx|茶马古道|seller_raw:/shop/446431,茶马古道,茶马古道,/shop/411384,/shop/446431,0.932969183559,0.322328524629,0.000000000000,0.000000000000,0.000000000000,0.322328524629,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
534,market_item.xlsx|中文暗网交易市场|seller_raw:566237||market_item.xlsx|中文暗网交易市场|seller_raw:596055,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:566237,market_item.xlsx|中文暗网交易市场|seller_raw:596055,中文暗网交易市场,中文暗网交易市场,566237,596055,0.932911579912,0.322033201073,0.000000000000,0.000000000000,0.000000000000,0.322033201073,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
535,market_item.xlsx|茶马古道|seller_raw:/shop/614||market_item.xlsx|茶马古道|seller_raw:/shop/749,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/614,market_item.xlsx|茶马古道|seller_raw:/shop/749,茶马古道,茶马古道,/shop/614,/shop/749,0.932898309426,0.321965185810,0.000000000000,0.000000000000,0.000000000000,0.321965185810,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
536,market_item.xlsx|茶马古道|seller_raw:/shop/454245||market_item.xlsx|茶马古道|seller_raw:/shop/463206,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/454245,market_item.xlsx|茶马古道|seller_raw:/shop/463206,茶马古道,茶马古道,/shop/454245,/shop/463206,0.932841331937,0.321673244670,0.000000000000,0.000000000000,0.000000000000,0.321673244670,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
537,market_item.xlsx|中文暗网交易市场|seller_raw:17231||market_item.xlsx|中文暗网交易市场|seller_raw:43012,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:17231,market_item.xlsx|中文暗网交易市场|seller_raw:43012,中文暗网交易市场,中文暗网交易市场,17231,43012,0.932840764825,0.321670339598,0.000000000000,0.000000000000,0.000000000000,0.321670339598,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
538,market_item.xlsx|茶马古道|seller_raw:/shop/438175||market_item.xlsx|茶马古道|seller_raw:/shop/454152,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/438175,market_item.xlsx|茶马古道|seller_raw:/shop/454152,茶马古道,茶马古道,/shop/438175,/shop/454152,0.932761780159,0.321265870393,0.000000000000,0.000000000000,0.000000000000,0.321265870393,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
539,market_item.xlsx|茶马古道|seller_raw:/shop/228||market_item.xlsx|茶马古道|seller_raw:/shop/3785,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/228,market_item.xlsx|茶马古道|seller_raw:/shop/3785,茶马古道,茶马古道,/shop/228,/shop/3785,0.932721133372,0.321057828419,0.000000000000,0.000000000000,0.000000000000,0.321057828419,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
540,market_item.xlsx|茶马古道|seller_raw:/shop/437438||market_item.xlsx|茶马古道|seller_raw:/shop/442025,existing_step4,0,market_item.xlsx|茶马古道|seller_raw:/shop/437438,market_item.xlsx|茶马古道|seller_raw:/shop/442025,茶马古道,茶马古道,/shop/437438,/shop/442025,0.932628041902,0.320581627180,0.000000000000,0.000000000000,0.000000000000,0.320581627180,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
541,market_item.xlsx|中文暗网交易市场|seller_raw:323302||market_item.xlsx|中文暗网交易市场|seller_raw:70865,existing_step4,0,market_item.xlsx|中文暗网交易市场|seller_raw:323302,market_item.xlsx|中文暗网交易市场|seller_raw:70865,中文暗网交易市场,中文暗网交易市场,323302,70865,0.932618615109,0.320533426049,0.000000000000,0.000000000000,0.000000000000,0.320533426049,0,0,5946c236e1cb8a45780546177e10b3118caf8df9be09e1332670a631665c1a6c,ambiguous,210,210,synthetic_development;synthetic_train,0,1,0,0,,0,,,0,0,profile_lexical_neighbor|structural_support,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
