pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,core_transfer_eligible,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,same_market_raw_bool,same_source_dataset_bool,review_priority,review_status,review_label,profile_category_jaccard,has_shared_title_clone,has_shared_description_clone,has_shared_contact_exact,has_shared_pgp_fingerprint,shared_title_count_capped,shared_description_count_capped,shared_category_count_capped,shared_contact_count_capped,shared_pgp_fingerprint_count_capped,boilerplate_ratio_left,boilerplate_ratio_right,boilerplate_ratio_max,boilerplate_ratio_gap_abs,shared_title_idf_sum,shared_description_idf_sum,shared_title_idf_mean,shared_description_idf_mean,shared_boilerplate_count,shared_low_df_sentence_count,shared_rare_ngram_count,candidate_rule_count_raw,sparse_lexical_similarity_raw,structural_support_score_raw,left_market_profile_size,right_market_profile_size,item_count_percentile_gap_abs,price_median_percentile_gap_abs,title_length_median_percentile_gap_abs,description_length_median_percentile_gap_abs,digit_ratio_mean_percentile_gap_abs,punct_ratio_mean_percentile_gap_abs,repeated_title_share_percentile_gap_abs,repeated_description_share_percentile_gap_abs,max_category_share_percentile_gap_abs,uppercase_ratio_mean_percentile_gap_abs,item_count_raw_gap_abs,price_median_raw_gap_abs,title_length_median_raw_gap_abs,description_length_median_raw_gap_abs,digit_ratio_mean_raw_gap_abs,punct_ratio_mean_raw_gap_abs,repeated_title_share_raw_gap_abs,repeated_description_share_raw_gap_abs,max_category_share_raw_gap_abs,uppercase_ratio_mean_raw_gap_abs,embedding_cosine_gte_multilingual_base,embedding_cosine_bge_m3,embedding_cosine_multilingual_e5_large,embedding_cosine_labse,embedding_cosine_paraphrase_multilingual_mpnet,reranker_score_gte_multilingual_reranker_base,reranker_score_bge_reranker_v2_m3
products_data.csv|__unknown__|seller_id:529130||products_data.csv|__unknown__|seller_id:530122,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:529130,products_data.csv|__unknown__|seller_id:530122,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.5,0.25,0.5,0.25,0,0,0.0,0.0,0,0,0,2,0.32949,0.762492,673,673,0.172619,0.029762,0.733631,0.040179,0.077381,0.014881,0.0,0.0,0.0,0.251488,1.0,190.0,16.5,950.0,0.114203,0.006719,0.0,0.0,0.0,0.01914,0.993797,0.934576,0.963633,0.962104,0.969569,0.851566,0.308353
products_data.csv|__unknown__|seller_id:523269||products_data.csv|__unknown__|seller_id:531474,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523269,products_data.csv|__unknown__|seller_id:531474,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.727273,0.727273,0.477273,0,0,0.0,0.0,0,0,0,2,0.258043,0.973995,673,673,0.0,0.017857,0.206845,0.026786,0.020833,0.03125,0.0,0.0,0.0,0.032738,0.0,20.0,4.0,324.0,0.030479,0.042009,0.0,0.0,0.0,0.002222,0.994867,0.937628,0.966123,0.967876,0.972867,0.914659,0.256407
products_data.csv|__unknown__|seller_id:522821||products_data.csv|__unknown__|seller_id:531474,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:522821,products_data.csv|__unknown__|seller_id:531474,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.727273,0.727273,0.477273,0,0,0.0,0.0,0,0,0,2,0.276263,0.915176,673,673,0.0,0.034226,0.254464,0.010417,0.013393,0.047619,0.0,0.0,0.0,0.075893,0.0,120.0,5.0,262.0,0.025447,0.048843,0.0,0.0,0.0,0.004303,0.993927,0.956303,0.962602,0.972019,0.969159,0.86504,0.257426
products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:531474,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524296,products_data.csv|__unknown__|seller_id:531474,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.416667,0.727273,0.727273,0.310606,0,26.58003,0.0,5.316006,5,0,0,2,0.334522,0.734415,673,673,0.172619,0.065476,0.53125,0.004464,0.008928,0.008929,0.0,0.0,0.0,0.056548,1.0,151.0,11.0,120.5,0.018059,0.02467,0.0,0.0,0.0,0.003383,0.992198,0.938711,0.966469,0.96802,0.969774,0.873346,0.19238
products_data.csv|__unknown__|seller_id:537613||products_data.csv|__unknown__|seller_id:565330,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:537613,products_data.csv|__unknown__|seller_id:565330,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.324583,0.757426,673,673,0.0,0.345238,0.056548,0.028273,0.047619,0.056547,0.0,0.0,0.0,0.022322,0.0,480.0,2.0,7.0,0.009289,0.008924,0.0,0.0,0.0,0.002381,0.993928,0.900403,0.939031,0.985687,0.941479,0.774171,0.270888
products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:531338,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524296,products_data.csv|__unknown__|seller_id:531338,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.416667,0.583333,0.583333,0.166666,0,26.58003,0.0,5.316006,5,0,0,2,0.284061,0.87241,673,673,0.0,0.055059,0.038691,0.050596,0.06994,0.047619,0.0,0.0,0.0,0.15625,0.0,101.0,1.0,1110.0,0.103281,0.027631,0.0,0.0,0.0,0.011549,0.994748,0.908366,0.946981,0.963412,0.968891,0.886082,0.138562
products_data.csv|__unknown__|seller_id:529130||products_data.csv|__unknown__|seller_id:581913,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:529130,products_data.csv|__unknown__|seller_id:581913,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.5,0.166667,0.5,0.333333,0,0,0.0,0.0,0,0,0,2,0.249725,0.974892,673,673,0.0,0.001488,0.041667,0.010416,0.044643,0.129464,0.0,0.0,0.0,0.071429,0.0,10.0,0.5,166.5,0.076096,0.051517,0.0,0.0,0.0,0.008734,0.995238,0.92971,0.948129,0.972968,0.983159,0.882679,0.23447
products_data.csv|__unknown__|seller_id:522821||products_data.csv|__unknown__|seller_id:523269,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:522821,products_data.csv|__unknown__|seller_id:523269,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.261807,0.935201,673,673,0.0,0.016369,0.047619,0.016369,0.00744,0.016369,0.0,0.0,0.0,0.108631,0.0,100.0,1.0,62.0,0.005032,0.006834,0.0,0.0,0.0,0.006525,0.995436,0.944306,0.961091,0.974034,0.990247,0.919555,0.276991
products_data.csv|__unknown__|seller_id:537613||products_data.csv|__unknown__|seller_id:570730,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:537613,products_data.csv|__unknown__|seller_id:570730,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.31826,0.764138,673,673,0.0,0.272321,0.02381,0.020833,0.059524,0.044643,0.0,0.0,0.0,0.016369,0.0,467.0,1.0,6.0,0.010387,0.006839,0.0,0.0,0.0,0.001669,0.993539,0.89919,0.930172,0.981621,0.939725,0.779396,0.348578
products_data.csv|__unknown__|seller_id:510286||products_data.csv|__unknown__|seller_id:644112,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:510286,products_data.csv|__unknown__|seller_id:644112,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.243177,0.988982,673,673,0.0,0.0,0.254464,0.220239,0.052083,0.037203,0.0,0.0,0.0,0.373512,0.0,0.0,5.0,222.0,0.052613,0.005925,0.0,0.0,0.0,0.029605,0.982816,0.884133,0.917374,0.926056,0.736283,0.77587,0.233495
products_data.csv|__unknown__|seller_id:510286||products_data.csv|__unknown__|seller_id:547451,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:510286,products_data.csv|__unknown__|seller_id:547451,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.253791,0.955648,673,673,0.0,0.0,0.047619,0.065477,0.032738,0.245535,0.0,0.0,0.0,0.373512,0.0,0.0,1.0,95.0,0.024265,0.300946,0.0,0.0,0.0,0.029605,0.979434,0.874151,0.909872,0.916829,0.830168,0.836948,0.48325
products_data.csv|__unknown__|seller_id:537613||products_data.csv|__unknown__|seller_id:588456,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:537613,products_data.csv|__unknown__|seller_id:588456,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.31826,0.762149,673,673,0.0,0.272321,0.056548,0.028273,0.129464,0.056547,0.0,0.0,0.0,0.016369,0.0,467.0,2.0,7.0,0.024215,0.008924,0.0,0.0,0.0,0.001669,0.993563,0.908273,0.931441,0.983176,0.944135,0.735917,0.233336
products_data.csv|__unknown__|seller_id:523410||products_data.csv|__unknown__|seller_id:597859,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523410,products_data.csv|__unknown__|seller_id:597859,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.276206,0.887537,673,673,0.0,0.025298,0.238095,0.002976,0.008929,0.014881,0.0,0.0,0.0,0.014881,0.0,400.0,5.0,10.0,0.004457,0.005707,0.0,0.0,0.0,0.000648,0.994538,0.928571,0.958955,0.970994,0.971598,0.879642,0.245253
products_data.csv|__unknown__|seller_id:582222||products_data.csv|__unknown__|seller_id:681266,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:582222,products_data.csv|__unknown__|seller_id:681266,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.076923,0.0,0.076923,0.076923,0,0,0.0,0.0,0,0,0,2,0.29814,0.820675,673,673,0.245536,0.0,0.233631,0.71131,0.016369,0.415179,0.0,0.0,0.0,0.040179,2.0,0.0,5.0,1301.0,0.004293,0.094256,0.0,0.0,0.0,0.002716,0.988332,0.91814,0.962032,0.918074,0.838461,0.590881,0.412732
products_data.csv|__unknown__|seller_id:530122||products_data.csv|__unknown__|seller_id:581913,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:530122,products_data.csv|__unknown__|seller_id:581913,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.166667,0.25,0.083333,0,4.622858,0.0,4.622858,1,0,0,2,0.31498,0.759473,673,673,0.172619,0.03125,0.775298,0.050595,0.032738,0.144345,0.0,0.0,0.0,0.322917,1.0,200.0,17.0,1116.5,0.038107,0.058236,0.0,0.0,0.0,0.027874,0.994992,0.91509,0.946142,0.960087,0.975919,0.85916,0.311944
products_data.csv|__unknown__|seller_id:523410||products_data.csv|__unknown__|seller_id:531474,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523410,products_data.csv|__unknown__|seller_id:531474,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.727273,0.727273,0.477273,0,0,0.0,0.0,0,0,0,2,0.274036,0.880303,673,673,0.0,0.049107,0.492559,0.011905,0.010416,0.049107,0.0,0.0,0.0,0.074405,0.0,220.0,10.0,264.0,0.024207,0.049096,0.0,0.0,0.0,0.004273,0.993791,0.932708,0.958837,0.969877,0.975731,0.83466,0.250866
products_data.csv|__unknown__|seller_id:521580||products_data.csv|__unknown__|seller_id:530122,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:521580,products_data.csv|__unknown__|seller_id:530122,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.313055,0.75845,673,673,0.0,0.345238,0.324405,0.00744,0.001488,0.004464,0.0,0.0,0.0,0.096726,0.0,480.0,7.0,51.0,0.002328,0.003633,0.0,0.0,0.0,0.00644,0.995517,0.902012,0.964402,0.975338,0.989589,0.836877,0.299787
products_data.csv|__unknown__|seller_id:522821||products_data.csv|__unknown__|seller_id:597859,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:522821,products_data.csv|__unknown__|seller_id:597859,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.278451,0.859942,673,673,0.0,0.040179,0.0,0.004464,0.005952,0.013393,0.0,0.0,0.0,0.016369,0.0,500.0,0.0,12.0,0.003217,0.005454,0.0,0.0,0.0,0.000678,0.995196,0.938086,0.960249,0.973314,0.964426,0.885551,0.329167
products_data.csv|__unknown__|seller_id:523216||products_data.csv|__unknown__|seller_id:523242,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523216,products_data.csv|__unknown__|seller_id:523242,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.166667,0.25,0.25,0.083333,0,4.622858,0.0,4.622858,1,0,0,2,0.296624,0.804572,673,673,0.172619,0.004464,0.260416,0.044643,0.035714,0.041667,0.0,0.0,0.0,0.221726,1.0,280.0,6.0,1092.0,0.078254,0.031914,0.0,0.0,0.0,0.015754,0.994428,0.90545,0.962601,0.943345,0.963816,0.744473,0.105838
products_data.csv|__unknown__|seller_id:524273||products_data.csv|__unknown__|seller_id:556912,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524273,products_data.csv|__unknown__|seller_id:556912,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.231974,0.993577,673,673,0.0,0.0,0.287202,0.040178,0.072917,0.063988,0.0,0.0,0.0,0.05506,0.0,0.0,7.0,7.0,0.028207,0.016032,0.0,0.0,0.0,0.007142,0.994584,0.930521,0.967641,0.986364,0.933819,0.68908,0.588478
products_data.csv|__unknown__|seller_id:632995||products_data.csv|__unknown__|seller_id:634338,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:632995,products_data.csv|__unknown__|seller_id:634338,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.231688,0.99073,673,673,0.0,0.0,0.119048,0.032738,0.151785,0.059524,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.064021,0.010136,0.0,0.0,0.0,0.0,0.993603,0.869957,0.937678,0.981162,0.873941,0.638633,0.235654
products_data.csv|__unknown__|seller_id:389356||products_data.csv|__unknown__|seller_id:506043,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:389356,products_data.csv|__unknown__|seller_id:506043,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.274619,0.854577,673,673,0.0,0.02381,0.502976,0.215774,0.270833,0.449405,0.0,0.0,0.0,0.416667,0.0,322.16,12.0,120.0,0.049252,0.057323,0.0,0.0,0.0,0.135497,0.969754,0.890746,0.936996,0.926324,0.772823,0.962184,0.357817
products_data.csv|__unknown__|seller_id:531474||products_data.csv|__unknown__|seller_id:548666,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:531474,products_data.csv|__unknown__|seller_id:548666,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.727273,0.727273,0.727273,0.0,0,42.528048,0.0,5.316006,8,0,0,2,0.285946,0.820115,673,673,0.0,0.125,0.142857,0.001488,0.004464,0.004464,0.0,0.0,0.0,0.037202,0.0,200.0,3.0,46.0,0.003355,0.004868,0.0,0.0,0.0,0.002287,0.99522,0.942009,0.969925,0.96648,0.987864,0.84537,0.429551
products_data.csv|__unknown__|seller_id:507092||products_data.csv|__unknown__|seller_id:681266,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:507092,products_data.csv|__unknown__|seller_id:681266,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.300198,0.77665,673,673,0.315476,0.0,0.260417,0.08631,0.023809,0.0625,0.0,0.0,0.0,0.291667,6.0,0.0,6.0,747.0,0.005381,0.041763,0.0,0.0,0.0,0.025368,0.979099,0.86374,0.926995,0.875739,0.794242,0.582468,0.250403
products_data.csv|__unknown__|seller_id:523269||products_data.csv|__unknown__|seller_id:523410,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523269,products_data.csv|__unknown__|seller_id:523410,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.258774,0.897518,673,673,0.0,0.03125,0.285714,0.014881,0.010417,0.017857,0.0,0.0,0.0,0.107143,0.0,200.0,6.0,60.0,0.006272,0.007087,0.0,0.0,0.0,0.006495,0.995702,0.937587,0.957541,0.975035,0.987172,0.815151,0.254535
products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:597859,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524296,products_data.csv|__unknown__|seller_id:597859,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.416667,0.25,0.416667,0.166667,0,0,0.0,0.0,0,0,0,2,0.337171,0.657138,673,673,0.172619,0.139881,0.276786,0.010417,0.010417,0.025297,0.0,0.0,0.0,0.002976,1.0,771.0,6.0,153.5,0.010605,0.018719,0.0,0.0,0.0,0.000242,0.994407,0.942615,0.968445,0.969218,0.963731,0.845507,0.26271
products_data.csv|__unknown__|seller_id:561217||products_data.csv|__unknown__|seller_id:613980,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:561217,products_data.csv|__unknown__|seller_id:613980,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.274727,0.843377,673,673,0.0,0.040178,0.450893,0.05506,0.047619,0.074405,0.0,0.0,0.0,0.063988,0.0,480.0,10.0,10.0,0.018329,0.024876,0.0,0.0,0.0,0.009779,0.992714,0.87733,0.941673,0.979699,0.874801,0.603057,0.560574
products_data.csv|__unknown__|seller_id:19453||products_data.csv|__unknown__|seller_id:23265,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:19453,products_data.csv|__unknown__|seller_id:23265,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.232752,0.962994,673,673,0.0,0.0,0.053571,0.434524,0.824405,0.355655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,151.0,0.210526,0.085526,0.0,0.0,0.0,0.0,0.962925,0.810831,0.900312,0.837911,0.654767,0.632879,0.318202
products_data.csv|__unknown__|seller_id:355510||products_data.csv|__unknown__|seller_id:7079,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:355510,products_data.csv|__unknown__|seller_id:7079,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.29631,0.76233,673,673,0.0,0.019346,0.004464,0.07738,0.726191,0.409226,0.0,0.0,0.0,0.0,0.0,25153.0,1.0,35.0,0.125,0.041667,0.0,0.0,0.0,0.0,0.977803,0.844739,0.907709,0.922789,0.85418,0.615497,0.081018
products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:531474,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:528952,products_data.csv|__unknown__|seller_id:531474,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.416667,0.727273,0.727273,0.310606,0,26.58003,0.0,5.316006,5,0,0,2,0.335637,0.643459,673,673,0.172619,0.267857,0.316964,0.007441,0.005952,0.00744,0.0,0.0,0.0,0.032739,1.0,255.0,6.5,177.5,0.01022,0.01925,0.0,0.0,0.0,0.001427,0.994014,0.932267,0.966223,0.976798,0.974504,0.928832,0.123346
products_data.csv|__unknown__|seller_id:1898135||products_data.csv|__unknown__|seller_id:601436,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:1898135,products_data.csv|__unknown__|seller_id:601436,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.294626,0.764486,673,673,0.0,0.30506,0.311012,0.004464,0.126488,0.03125,0.0,0.0,0.0,0.227679,0.0,9.0,6.0,3.0,0.018824,0.010588,0.0,0.0,0.0,0.054699,0.976583,0.821395,0.891137,0.911105,0.929147,0.628368,0.446669
products_data.csv|__unknown__|seller_id:466023||products_data.csv|__unknown__|seller_id:92214,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:466023,products_data.csv|__unknown__|seller_id:92214,__unknown__,__unknown__,1,1,medium,pending,,0.5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.349575,0.598654,673,673,0.0,0.284226,0.053571,0.369048,0.438988,0.02381,0.0,0.0,0.886905,0.037202,0.0,10.6,1.0,260.0,0.062041,0.002552,0.0,0.0,0.5,0.002763,0.987802,0.902634,0.934811,0.925978,0.749631,0.787862,0.073985
products_data.csv|__unknown__|seller_id:597859||products_data.csv|__unknown__|seller_id:700061,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:597859,products_data.csv|__unknown__|seller_id:700061,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.25253,0.888284,673,673,0.0,0.025298,0.047619,0.007441,0.001488,0.007441,0.0,0.0,0.0,0.016369,0.0,400.0,1.0,41.0,0.001363,0.001862,0.0,0.0,0.0,0.001618,0.994757,0.941102,0.955715,0.964446,0.975154,0.939476,0.330046
products_data.csv|__unknown__|seller_id:523242||products_data.csv|__unknown__|seller_id:523269,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523242,products_data.csv|__unknown__|seller_id:523269,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.273168,0.823865,673,673,0.0,0.075893,0.104167,0.008929,0.008929,0.004464,0.0,0.0,0.0,0.040179,0.0,700.0,2.0,29.0,0.005175,0.001408,0.0,0.0,0.0,0.0025,0.996681,0.927685,0.968577,0.96997,0.990761,0.924594,0.191695
products_data.csv|__unknown__|seller_id:528952||products_data.csv|__unknown__|seller_id:597859,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:528952,products_data.csv|__unknown__|seller_id:597859,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.416667,0.25,0.416667,0.166667,0,0,0.0,0.0,0,0,0,2,0.338294,0.626347,673,673,0.172619,0.342262,0.0625,0.00744,0.013393,0.026786,0.0,0.0,0.0,0.026785,1.0,875.0,1.5,96.5,0.018444,0.024139,0.0,0.0,0.0,0.002198,0.99421,0.926801,0.964423,0.976445,0.970466,0.940503,0.179063
products_data.csv|__unknown__|seller_id:531338||products_data.csv|__unknown__|seller_id:531474,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:531338,products_data.csv|__unknown__|seller_id:531474,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.583333,0.727273,0.727273,0.14394,0,37.212042,0.0,5.316006,7,0,0,2,0.274318,0.8113,673,673,0.172619,0.010417,0.492559,0.05506,0.061012,0.056548,0.0,0.0,0.0,0.212798,1.0,50.0,10.0,1230.5,0.085222,0.052301,0.0,0.0,0.0,0.014932,0.994996,0.913876,0.954796,0.96723,0.985283,0.81916,0.229053
products_data.csv|__unknown__|seller_id:531474||products_data.csv|__unknown__|seller_id:700061,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:531474,products_data.csv|__unknown__|seller_id:700061,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.727273,0.25,0.727273,0.477273,0,0,0.0,0.0,0,0,0,2,0.250546,0.88068,673,673,0.0,0.049107,0.206845,0.022322,0.017857,0.041667,0.0,0.0,0.0,0.043155,0.0,220.0,4.0,315.0,0.027301,0.045251,0.0,0.0,0.0,0.002007,0.994791,0.944799,0.955368,0.962137,0.978254,0.920512,0.331301
products_data.csv|__unknown__|seller_id:33239||products_data.csv|__unknown__|seller_id:51251,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:33239,products_data.csv|__unknown__|seller_id:51251,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.281142,0.788588,673,673,0.0,0.352678,0.202381,0.83631,0.15625,0.349702,0.0,0.0,0.0,0.0,0.0,27.96,12.0,1123.0,0.071893,0.039295,0.0,0.0,0.0,0.0,0.9606,0.892597,0.920103,0.863201,0.626449,0.800141,0.126414
products_data.csv|__unknown__|seller_id:507092||products_data.csv|__unknown__|seller_id:582222,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:507092,products_data.csv|__unknown__|seller_id:582222,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.076923,0.076923,0.076923,0,0,0.0,0.0,0,0,0,2,0.261662,0.845861,673,673,0.06994,0.0,0.026786,0.625,0.040178,0.352679,0.0,0.0,0.0,0.331846,4.0,0.0,1.0,554.0,0.009674,0.052493,0.0,0.0,0.0,0.028084,0.980996,0.901994,0.936305,0.891636,0.839164,0.572294,0.094746
