pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,core_transfer_eligible,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,same_market_raw_bool,same_source_dataset_bool,review_priority,review_status,review_label,profile_category_jaccard,has_shared_title_clone,has_shared_description_clone,has_shared_contact_exact,has_shared_pgp_fingerprint,shared_title_count_capped,shared_description_count_capped,shared_category_count_capped,shared_contact_count_capped,shared_pgp_fingerprint_count_capped,boilerplate_ratio_left,boilerplate_ratio_right,boilerplate_ratio_max,boilerplate_ratio_gap_abs,shared_title_idf_sum,shared_description_idf_sum,shared_title_idf_mean,shared_description_idf_mean,shared_boilerplate_count,shared_low_df_sentence_count,shared_rare_ngram_count,candidate_rule_count_raw,sparse_lexical_similarity_raw,structural_support_score_raw,left_market_profile_size,right_market_profile_size,item_count_percentile_gap_abs,price_median_percentile_gap_abs,title_length_median_percentile_gap_abs,description_length_median_percentile_gap_abs,digit_ratio_mean_percentile_gap_abs,punct_ratio_mean_percentile_gap_abs,repeated_title_share_percentile_gap_abs,repeated_description_share_percentile_gap_abs,max_category_share_percentile_gap_abs,uppercase_ratio_mean_percentile_gap_abs,item_count_raw_gap_abs,price_median_raw_gap_abs,title_length_median_raw_gap_abs,description_length_median_raw_gap_abs,digit_ratio_mean_raw_gap_abs,punct_ratio_mean_raw_gap_abs,repeated_title_share_raw_gap_abs,repeated_description_share_raw_gap_abs,max_category_share_raw_gap_abs,uppercase_ratio_mean_raw_gap_abs,embedding_cosine_gte_multilingual_base,embedding_cosine_bge_m3,embedding_cosine_multilingual_e5_large,embedding_cosine_labse,embedding_cosine_paraphrase_multilingual_mpnet,reranker_score_gte_multilingual_reranker_base,reranker_score_bge_reranker_v2_m3
products_data.csv|__unknown__|seller_id:523410||products_data.csv|__unknown__|seller_id:533821,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523410,products_data.csv|__unknown__|seller_id:533821,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.5,0.5,0.25,0,0,0.0,0.0,0,0,0,2,0.196882,0.853655,673,673,0.172619,0.002976,0.197917,0.041667,0.080357,0.002976,0.0,0.0,0.0,0.186012,1.0,10.0,5.0,962.5,0.1173,0.000269,0.0,0.0,0.0,0.013977,0.99563,0.935127,0.962692,0.966592,0.987222,0.900686,0.154247
products_data.csv|__unknown__|seller_id:524273||products_data.csv|__unknown__|seller_id:613980,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524273,products_data.csv|__unknown__|seller_id:613980,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.191688,0.866001,673,673,0.0,0.078869,0.254464,0.032738,0.063988,0.052084,0.0,0.0,0.0,0.043155,0.0,164.0,6.0,6.0,0.02667,0.013947,0.0,0.0,0.0,0.006373,0.995416,0.894333,0.946479,0.982892,0.912706,0.58779,0.566887
products_data.csv|__unknown__|seller_id:611272||products_data.csv|__unknown__|seller_id:700071,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:611272,products_data.csv|__unknown__|seller_id:700071,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.16262,0.946909,673,673,0.0,0.010416,0.25,0.068452,0.330357,0.019346,0.0,0.0,0.0,0.016369,0.0,20.0,6.0,20.0,0.069938,0.019237,0.0,0.0,0.0,0.002216,0.996524,0.929477,0.960918,0.984252,0.943699,0.626653,0.67526
products_data.csv|__unknown__|seller_id:523073||products_data.csv|__unknown__|seller_id:534025,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523073,products_data.csv|__unknown__|seller_id:534025,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.145093,0.998552,673,673,0.0,0.0,0.116071,0.004465,0.008928,0.010416,0.0,0.0,0.0,0.046131,0.0,0.0,2.0,13.0,0.006262,0.002726,0.0,0.0,0.0,0.002597,0.993199,0.903803,0.935054,0.953969,0.941518,0.73827,0.183595
products_data.csv|__unknown__|seller_id:540313||products_data.csv|__unknown__|seller_id:599422,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:540313,products_data.csv|__unknown__|seller_id:599422,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.203428,0.823201,673,673,0.0,0.147322,0.0,0.022321,0.026786,0.017857,0.0,0.0,0.0,0.0,0.0,70.0,0.0,10.0,0.007194,0.007194,0.0,0.0,0.0,0.0,0.975206,0.894352,0.936474,0.926495,0.852579,0.756302,0.417369
products_data.csv|__unknown__|seller_id:689669||products_data.csv|__unknown__|seller_id:708128,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:689669,products_data.csv|__unknown__|seller_id:708128,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.176547,0.893632,673,673,0.0,0.029762,0.483631,0.055059,0.169643,0.473214,0.0,0.0,0.0,0.046131,0.0,100.0,11.0,17.0,0.114417,0.05612,0.0,0.0,0.0,0.013743,0.982697,0.790394,0.892974,0.926912,0.78498,0.608686,0.380732
products_data.csv|__unknown__|seller_id:613980||products_data.csv|__unknown__|seller_id:700071,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:613980,products_data.csv|__unknown__|seller_id:700071,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.194289,0.839362,673,673,0.0,0.101191,0.293155,0.038691,0.028274,0.0625,0.0,0.0,0.0,0.043155,0.0,200.0,7.0,7.0,0.012189,0.016542,0.0,0.0,0.0,0.006373,0.992683,0.884863,0.948902,0.985494,0.909431,0.607917,0.419176
products_data.csv|__unknown__|seller_id:523073||products_data.csv|__unknown__|seller_id:582200,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523073,products_data.csv|__unknown__|seller_id:582200,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.190584,0.848562,673,673,0.0,0.061012,0.465773,0.001488,0.005952,0.011904,0.0,0.0,0.0,0.0625,0.0,300.0,9.0,2.0,0.00451,0.003537,0.0,0.0,0.0,0.00346,0.991567,0.913477,0.950146,0.956999,0.970301,0.774919,0.227881
products_data.csv|__unknown__|seller_id:530122||products_data.csv|__unknown__|seller_id:548666,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:530122,products_data.csv|__unknown__|seller_id:548666,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.727273,0.727273,0.477273,0,0,0.0,0.0,0,0,0,2,0.212732,0.779281,673,673,0.0,0.174107,0.260417,0.014881,0.025298,0.044643,0.0,0.0,0.0,0.063988,0.0,420.0,6.0,239.0,0.032561,0.049715,0.0,0.0,0.0,0.003478,0.994836,0.91789,0.959664,0.962055,0.98107,0.815699,0.276034
products_data.csv|__unknown__|seller_id:611272||products_data.csv|__unknown__|seller_id:613980,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:611272,products_data.csv|__unknown__|seller_id:613980,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.200385,0.81536,673,673,0.0,0.111607,0.043155,0.107143,0.302083,0.081846,0.0,0.0,0.0,0.059524,0.0,220.0,1.0,27.0,0.057749,0.035779,0.0,0.0,0.0,0.008589,0.989917,0.894125,0.939607,0.981121,0.89495,0.635852,0.595458
products_data.csv|__unknown__|seller_id:613980||products_data.csv|__unknown__|seller_id:632484,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:613980,products_data.csv|__unknown__|seller_id:632484,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.218633,0.759489,673,673,0.0,0.325893,0.450893,0.058036,0.068452,0.074405,0.0,0.0,0.0,0.050595,0.0,300.0,10.0,11.0,0.016759,0.024876,0.0,0.0,0.0,0.007455,0.991247,0.864321,0.937416,0.981749,0.901428,0.585692,0.440063
products_data.csv|__unknown__|seller_id:531338||products_data.csv|__unknown__|seller_id:533821,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:531338,products_data.csv|__unknown__|seller_id:533821,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.583333,0.5,0.583333,0.083333,0,31.896036,0.0,5.316006,6,0,0,2,0.184442,0.860912,673,673,0.0,0.0625,0.197917,0.001488,0.008929,0.010417,0.0,0.0,0.0,0.047619,0.0,280.0,5.0,4.0,0.007871,0.003474,0.0,0.0,0.0,0.003318,0.99619,0.928389,0.961176,0.975331,0.979042,0.88274,0.157371
products_data.csv|__unknown__|seller_id:523216||products_data.csv|__unknown__|seller_id:529130,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523216,products_data.csv|__unknown__|seller_id:529130,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.166667,0.5,0.5,0.333333,0,0,0.0,0.0,0,0,0,2,0.203122,0.803872,673,673,0.0,0.078869,0.044643,0.005952,0.023809,0.022321,0.0,0.0,0.0,0.049107,0.0,970.0,1.5,152.0,0.025337,0.023765,0.0,0.0,0.0,0.004299,0.991706,0.880734,0.943526,0.936763,0.949301,0.707094,0.126318
products_data.csv|__unknown__|seller_id:544042||products_data.csv|__unknown__|seller_id:568402,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:544042,products_data.csv|__unknown__|seller_id:568402,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.216027,0.764831,673,673,0.0,0.372024,0.110119,0.129464,0.034227,0.404762,0.0,0.0,0.0,0.247024,0.0,90.0,2.0,52.0,0.006537,0.041795,0.0,0.0,0.0,0.033023,0.973297,0.830446,0.904974,0.943398,0.782081,0.561591,0.208857
products_data.csv|__unknown__|seller_id:562239||products_data.csv|__unknown__|seller_id:613980,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:562239,products_data.csv|__unknown__|seller_id:613980,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.195248,0.825286,673,673,0.0,0.063988,0.043155,0.025297,0.077381,0.026785,0.0,0.0,0.0,0.002976,0.0,680.0,1.0,5.0,0.033203,0.00411,0.0,0.0,0.0,0.000396,0.984062,0.855975,0.911883,0.98282,0.943035,0.673575,0.30726
products_data.csv|__unknown__|seller_id:523073||products_data.csv|__unknown__|seller_id:548666,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523073,products_data.csv|__unknown__|seller_id:548666,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.727273,0.727273,0.477273,0,0,0.0,0.0,0,0,0,2,0.189492,0.840922,673,673,0.0,0.113095,0.116071,0.02381,0.011905,0.041666,0.0,0.0,0.0,0.002976,0.0,120.0,2.0,273.0,0.0237,0.04887,0.0,0.0,0.0,5.5e-05,0.992151,0.942861,0.955034,0.954816,0.96872,0.874188,0.35931
products_data.csv|__unknown__|seller_id:510286||products_data.csv|__unknown__|seller_id:644466,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:510286,products_data.csv|__unknown__|seller_id:644466,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.141779,0.982864,673,673,0.0,0.0,0.254464,0.494048,0.041666,0.59375,0.0,0.0,0.0,0.373512,0.0,0.0,5.0,353.0,0.039025,0.068461,0.0,0.0,0.0,0.029605,0.975069,0.840485,0.891837,0.884374,0.561165,0.602267,0.114656
products_data.csv|__unknown__|seller_id:11155||products_data.csv|__unknown__|seller_id:46467,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:11155,products_data.csv|__unknown__|seller_id:46467,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.171854,0.890219,673,673,0.0,0.016369,0.891369,0.516369,0.409226,0.623512,0.0,0.0,0.0,0.24256,0.0,258.09,27.0,199.0,0.053955,0.114407,0.0,0.0,0.0,0.175451,0.947914,0.843033,0.893639,0.761359,0.439343,0.674163,0.887395
products_data.csv|__unknown__|seller_id:507092||products_data.csv|__unknown__|seller_id:508275,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:507092,products_data.csv|__unknown__|seller_id:508275,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.177451,0.873362,673,673,0.010416,0.0,0.520834,0.074405,0.197917,0.116071,0.0,0.016369,0.0,0.28869,1.0,0.0,11.0,568.0,0.066942,0.206253,0.0,0.333333,0.0,0.120859,0.974266,0.895524,0.942423,0.880257,0.83862,0.587729,0.08607
products_data.csv|__unknown__|seller_id:524273||products_data.csv|__unknown__|seller_id:708128,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524273,products_data.csv|__unknown__|seller_id:708128,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.177424,0.871861,673,673,0.0,0.066964,0.196429,0.139881,0.074405,0.059524,0.0,0.0,0.0,0.078869,0.0,144.0,4.0,42.0,0.028584,0.014712,0.0,0.0,0.0,0.02182,0.988337,0.896945,0.933886,0.944923,0.855399,0.58858,0.612642
products_data.csv|__unknown__|seller_id:402832||products_data.csv|__unknown__|seller_id:486936,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:402832,products_data.csv|__unknown__|seller_id:486936,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.177133,0.868844,673,673,0.099702,0.0,0.190477,0.005953,0.063988,0.096726,0.0,0.0,0.0,0.113096,2.0,0.0,8.5,10.5,0.025433,0.017221,0.0,0.0,0.0,0.006593,0.973929,0.910873,0.944842,0.909333,0.870592,0.749521,0.224526
products_data.csv|__unknown__|seller_id:522821||products_data.csv|__unknown__|seller_id:533821,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:522821,products_data.csv|__unknown__|seller_id:533821,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.5,0.5,0.25,0,0,0.0,0.0,0,0,0,2,0.198482,0.804516,673,673,0.172619,0.017857,0.436012,0.043155,0.083334,0.001488,0.0,0.0,0.0,0.184524,1.0,110.0,10.0,964.5,0.11854,1.6e-05,0.0,0.0,0.0,0.013947,0.99467,0.934506,0.960342,0.967445,0.984154,0.892373,0.182491
products_data.csv|__unknown__|seller_id:523073||products_data.csv|__unknown__|seller_id:523242,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523073,products_data.csv|__unknown__|seller_id:523242,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.199533,0.799394,673,673,0.0,0.105655,0.284226,0.007441,0.004465,0.001488,0.0,0.0,0.0,0.041667,0.0,800.0,5.0,24.0,0.001751,0.000585,0.0,0.0,0.0,0.00251,0.993409,0.915305,0.953689,0.955789,0.947675,0.738029,0.178487
products_data.csv|__unknown__|seller_id:505097||products_data.csv|__unknown__|seller_id:526389,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:505097,products_data.csv|__unknown__|seller_id:526389,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.215636,0.749653,673,673,0.0,0.877977,0.142857,0.306548,0.0,0.035715,0.0,0.0,0.0,0.0,0.0,1999.0,3.0,125.0,0.0,0.003774,0.0,0.0,0.0,0.0,0.970215,0.894663,0.913233,0.931315,0.767123,0.72564,0.291458
products_data.csv|__unknown__|seller_id:14820||products_data.csv|__unknown__|seller_id:187456,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:14820,products_data.csv|__unknown__|seller_id:187456,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.212744,0.758194,673,673,0.333333,0.0,0.403274,0.427083,0.046131,0.717261,0.0,0.0,0.0,0.004464,8.0,0.0,10.0,225.0,0.058744,0.097791,0.0,0.0,0.0,0.000138,0.975415,0.889329,0.925611,0.854628,0.800191,0.63176,0.492951
products_data.csv|__unknown__|seller_id:632995||products_data.csv|__unknown__|seller_id:708128,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:632995,products_data.csv|__unknown__|seller_id:708128,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.193689,0.814027,673,673,0.0,0.075893,0.526786,0.197916,0.110119,0.043155,0.0,0.0,0.0,0.122024,0.0,700.0,13.0,53.0,0.052366,0.007223,0.0,0.0,0.0,0.028193,0.984932,0.878058,0.917185,0.95369,0.826019,0.674826,0.280105
products_data.csv|__unknown__|seller_id:505015||products_data.csv|__unknown__|seller_id:628608,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:505015,products_data.csv|__unknown__|seller_id:628608,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.134005,0.989856,673,673,0.0,0.0,0.373512,0.061011,0.220238,0.354166,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,0.028169,0.052984,0.0,0.0,0.0,0.0,0.973861,0.857079,0.903171,0.954069,0.889526,0.716191,0.098781
products_data.csv|__unknown__|seller_id:521580||products_data.csv|__unknown__|seller_id:523269,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:521580,products_data.csv|__unknown__|seller_id:523269,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.208956,0.764238,673,673,0.0,0.313988,0.0,0.017857,0.007441,0.013393,0.0,0.0,0.0,0.15625,0.0,280.0,0.0,90.0,0.003109,0.006471,0.0,0.0,0.0,0.009853,0.996176,0.909646,0.959267,0.974467,0.984344,0.871577,0.28866
products_data.csv|__unknown__|seller_id:523073||products_data.csv|__unknown__|seller_id:529130,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523073,products_data.csv|__unknown__|seller_id:529130,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.5,0.5,0.25,0,0,0.0,0.0,0,0,0,2,0.207221,0.769357,673,673,0.172619,0.03125,0.589285,0.03125,0.063988,0.017858,0.0,0.0,0.0,0.3125,1.0,110.0,12.5,916.0,0.105342,0.007564,0.0,0.0,0.0,0.022563,0.99084,0.907716,0.947109,0.943671,0.910707,0.745735,0.18274
products_data.csv|__unknown__|seller_id:523216||products_data.csv|__unknown__|seller_id:581913,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523216,products_data.csv|__unknown__|seller_id:581913,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.166667,0.166667,0.166667,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.197058,0.797151,673,673,0.0,0.080357,0.08631,0.004464,0.020834,0.107143,0.0,0.0,0.0,0.120536,0.0,980.0,2.0,14.5,0.050759,0.027752,0.0,0.0,0.0,0.013033,0.991481,0.859968,0.929191,0.942002,0.954498,0.678777,0.23538
products_data.csv|__unknown__|seller_id:522081||products_data.csv|__unknown__|seller_id:582200,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:522081,products_data.csv|__unknown__|seller_id:582200,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.178641,0.849493,673,673,0.0,0.061012,0.181547,0.004465,0.001488,0.004464,0.0,0.0,0.0,0.017857,0.0,300.0,4.0,16.0,0.001647,0.001525,0.0,0.0,0.0,0.000881,0.993127,0.911574,0.949029,0.968979,0.969088,0.915578,0.208084
products_data.csv|__unknown__|seller_id:700071||products_data.csv|__unknown__|seller_id:708128,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:700071,products_data.csv|__unknown__|seller_id:708128,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.179832,0.843346,673,673,0.0,0.089286,0.157738,0.133928,0.038691,0.06994,0.0,0.0,0.0,0.078869,0.0,180.0,3.0,41.0,0.014103,0.017307,0.0,0.0,0.0,0.02182,0.990771,0.891315,0.935501,0.943991,0.844391,0.587876,0.690879
products_data.csv|__unknown__|seller_id:523073||products_data.csv|__unknown__|seller_id:581913,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523073,products_data.csv|__unknown__|seller_id:581913,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.166667,0.25,0.083333,0,4.622858,0.0,4.622858,1,0,0,2,0.201058,0.776714,673,673,0.172619,0.029762,0.630952,0.041666,0.019345,0.147322,0.0,0.0,0.0,0.383929,1.0,100.0,13.0,1082.5,0.029246,0.059081,0.0,0.0,0.0,0.031297,0.99103,0.900369,0.928977,0.9514,0.934652,0.710724,0.254073
products_data.csv|__unknown__|seller_id:524490||products_data.csv|__unknown__|seller_id:700061,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524490,products_data.csv|__unknown__|seller_id:700061,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.203502,0.769347,673,673,0.0,0.244047,0.241071,0.008929,0.002976,0.001488,0.0,0.0,0.0,0.040179,0.0,460.0,5.0,42.0,0.000694,0.002145,0.0,0.0,0.0,0.002388,0.99499,0.929897,0.951465,0.968891,0.9736,0.902613,0.348009
products_data.csv|__unknown__|seller_id:524273||products_data.csv|__unknown__|seller_id:611272,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524273,products_data.csv|__unknown__|seller_id:611272,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.160442,0.896698,673,673,0.0,0.032738,0.211309,0.074405,0.366071,0.029762,0.0,0.0,0.0,0.016369,0.0,56.0,5.0,21.0,0.084419,0.021832,0.0,0.0,0.0,0.002216,0.994287,0.919015,0.959764,0.980519,0.921193,0.630823,0.626143
products_data.csv|__unknown__|seller_id:582200||products_data.csv|__unknown__|seller_id:597859,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:582200,products_data.csv|__unknown__|seller_id:597859,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.162329,0.887861,673,673,0.0,0.025298,0.238095,0.008929,0.002976,0.008928,0.0,0.0,0.0,0.03125,0.0,400.0,5.0,43.0,0.002901,0.002924,0.0,0.0,0.0,0.002397,0.992652,0.930305,0.970034,0.969667,0.987991,0.938081,0.20578
products_data.csv|__unknown__|seller_id:634338||products_data.csv|__unknown__|seller_id:700072,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:634338,products_data.csv|__unknown__|seller_id:700072,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.188168,0.809216,673,673,0.0,0.10119,0.043155,0.007441,0.005953,0.008929,0.0,0.0,0.0,0.011905,0.0,761.0,1.0,1.0,0.001357,0.002148,0.0,0.0,0.0,0.000769,0.989309,0.867992,0.935252,0.980953,0.886381,0.604261,0.404959
products_data.csv|__unknown__|seller_id:546774||products_data.csv|__unknown__|seller_id:601436,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:546774,products_data.csv|__unknown__|seller_id:601436,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.209375,0.744957,673,673,0.0,0.491072,0.453869,0.409226,0.096726,0.153273,0.0,0.0,0.0,0.416667,0.0,24.0,9.0,138.0,0.014545,0.032727,0.0,0.0,0.0,0.073068,0.95443,0.79223,0.88455,0.806074,0.574578,0.72364,0.307909
products_data.csv|__unknown__|seller_id:561240||products_data.csv|__unknown__|seller_id:561283,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:561240,products_data.csv|__unknown__|seller_id:561283,__unknown__,__unknown__,1,1,low,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.126849,0.99174,673,673,0.0,0.0,0.349703,0.050595,0.041667,0.089285,0.0,0.0,0.0,0.096726,0.0,0.0,9.0,9.0,0.015218,0.020652,0.0,0.0,0.0,0.030213,0.987684,0.821634,0.92358,0.975932,0.911877,0.677073,0.609448
