model_id,role,metric,observed,bootstrap_mean,bootstrap_std,ci_lower,ci_upper,valid_resamples,n_rows,n_positive,n_negative,n_groups
step9_identifier_augmented_lr_l2_100pct_seed_20260321,step9_operational_identifier_seed,mrr,1.000000,1.000000,0.000000,1.000000,1.000000,5000,200,50,150,126
step9_identifier_augmented_lr_l2_100pct_seed_20260322,step9_operational_identifier_seed,roc_auc,0.869467,0.869900,0.034277,0.799073,0.933511,5000,200,50,150,126
step9_identifier_augmented_lr_l2_100pct_seed_20260322,step9_operational_identifier_seed,average_precision,0.789611,0.789314,0.058306,0.661314,0.891406,5000,200,50,150,126
step9_identifier_augmented_lr_l2_100pct_seed_20260322,step9_operational_identifier_seed,pr_auc,0.789611,0.789314,0.058306,0.661314,0.891406,5000,200,50,150,126
step9_identifier_augmented_lr_l2_100pct_seed_20260322,step9_operational_identifier_seed,map,0.789611,0.789314,0.058306,0.661314,0.891406,5000,200,50,150,126
step9_identifier_augmented_lr_l2_100pct_seed_20260322,step9_operational_identifier_seed,mrr,1.000000,1.000000,0.000000,1.000000,1.000000,5000,200,50,150,126
step9_identifier_augmented_lr_l2_100pct_seed_mean,step9_operational_identifier_seed_mean,roc_auc,0.869467,0.869900,0.034277,0.799073,0.933511,5000,200,50,150,126
step9_identifier_augmented_lr_l2_100pct_seed_mean,step9_operational_identifier_seed_mean,average_precision,0.789611,0.789314,0.058306,0.661314,0.891406,5000,200,50,150,126
step9_identifier_augmented_lr_l2_100pct_seed_mean,step9_operational_identifier_seed_mean,pr_auc,0.789611,0.789314,0.058306,0.661314,0.891406,5000,200,50,150,126
step9_identifier_augmented_lr_l2_100pct_seed_mean,step9_operational_identifier_seed_mean,map,0.789611,0.789314,0.058306,0.661314,0.891406,5000,200,50,150,126
step9_identifier_augmented_lr_l2_100pct_seed_mean,step9_operational_identifier_seed_mean,mrr,1.000000,1.000000,0.000000,1.000000,1.000000,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260320,step9_clean_control_seed,roc_auc,0.815733,0.816319,0.035406,0.743847,0.881432,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260320,step9_clean_control_seed,average_precision,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260320,step9_clean_control_seed,pr_auc,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260320,step9_clean_control_seed,map,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260320,step9_clean_control_seed,mrr,1.000000,0.999063,0.025407,1.000000,1.000000,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260321,step9_clean_control_seed,roc_auc,0.815733,0.816319,0.035406,0.743847,0.881432,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260321,step9_clean_control_seed,average_precision,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260321,step9_clean_control_seed,pr_auc,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260321,step9_clean_control_seed,map,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260321,step9_clean_control_seed,mrr,1.000000,0.999063,0.025407,1.000000,1.000000,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260322,step9_clean_control_seed,roc_auc,0.815733,0.816319,0.035406,0.743847,0.881432,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260322,step9_clean_control_seed,average_precision,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260322,step9_clean_control_seed,pr_auc,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260322,step9_clean_control_seed,map,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_20260322,step9_clean_control_seed,mrr,1.000000,0.999063,0.025407,1.000000,1.000000,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_mean,step9_clean_control_seed_mean,roc_auc,0.815733,0.816319,0.035406,0.743847,0.881432,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_mean,step9_clean_control_seed_mean,average_precision,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_mean,step9_clean_control_seed_mean,pr_auc,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_mean,step9_clean_control_seed_mean,map,0.597181,0.599709,0.073099,0.449302,0.734740,5000,200,50,150,126
step9_labse_lr_l2_100pct_seed_mean,step9_clean_control_seed_mean,mrr,1.000000,0.999063,0.025407,1.000000,1.000000,5000,200,50,150,126
