row_type,comparison_scope,feature_group,feature,n_en,n_zh,mean_en,mean_zh,median_en,median_zh,q75_en,q75_zh,smd_zh_minus_en,ks_statistic,domain,threshold_source,threshold,negative_n,high_semantic_negative_n,high_semantic_negative_rate,high_semantic_no_identifier_negative_n,high_semantic_template_no_identifier_negative_n,slice_name,model_id,model_role,score_source,n,n_positive,n_negative,roc_auc,average_precision,unstable_slice,delta_auc_vs_raw_e5,delta_ap_vs_raw_e5,experiment_name,best_iteration,trained_iteration_count,collapse_guard_triggered,collapse_guard_reasons,unique_valid_probabilities,zh_test_auc,zh_test_ap,zh_test_balanced_accuracy,top_feature_importance,current_summary_count,keep_file_count,missing_keep_files,selection_rule,decision,count,input_summary_count,summary_selection_mode,unique_cluster_set_count
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_present,step7_core_zero_shot_multilingual_e5_large,step7_clean_fusion_control,reports\step7_core_zero_shot_multilingual_e5_large_predictions.zh_target_strict_test.csv,5,5,0,,1.0,True,,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_present,step7_core_zero_shot_default_no_structural,step7_clean_ablation_control,reports\step7_core_zero_shot_default_no_structural_predictions.zh_target_strict_test.csv,5,5,0,,1.0,True,,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_present,step7_identifier_augmented_default,step7_operational_identifier_control,reports\step7_identifier_augmented_default_predictions.zh_target_strict_test.csv,5,5,0,,1.0,True,,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_present,step9_e5_lr_l2_50pct_seed_mean,step9_clean_few_shot_seed_mean,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_predictions.zh_test.csv""]",5,5,0,,1.0,True,,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_present,step9_bge_m3_residual_lr_100pct_seed_mean,step9_clean_few_shot_seed_mean,"[""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",5,5,0,,1.0,True,,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_present,step9_labse_lr_l2_100pct_seed_mean,step9_semantic_control_seed_mean,"[""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",5,5,0,,1.0,True,,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_present,step9_identifier_augmented_lr_l2_100pct_seed_mean,step9_operational_identifier_seed_mean,"[""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",5,5,0,,1.0,True,,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_present,step9_e5_lr_l2_positive_pair_mixup_50pct_seed_mean,step9_training_only_minority_regularization_control,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_predictions.zh_test.csv""]",5,5,0,,1.0,True,,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_present,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,step9_training_only_minority_regularization_control,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",5,5,0,,1.0,True,,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,raw_e5_cosine,raw_semantic_control,feature:embedding_cosine_multilingual_e5_large,101,16,85,0.809559,0.5029,False,,,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,raw_bge_m3_cosine,raw_semantic_control,feature:embedding_cosine_bge_m3,101,16,85,0.830882,0.473119,False,0.021323,-0.029781,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,raw_labse_cosine,raw_semantic_control,feature:embedding_cosine_labse,101,16,85,0.85,0.52425,False,0.040441,0.02135,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,step7_core_zero_shot_default,step7_clean_fusion_control,reports\step7_core_zero_shot_default_predictions.zh_target_strict_test.csv,101,16,85,0.536397,0.36031,False,-0.273162,-0.14259,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,step7_core_zero_shot_bge_m3,step7_clean_fusion_control,reports\step7_core_zero_shot_bge_m3_predictions.zh_target_strict_test.csv,101,16,85,0.538603,0.358857,False,-0.270956,-0.144043,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,step7_core_zero_shot_multilingual_e5_large,step7_clean_fusion_control,reports\step7_core_zero_shot_multilingual_e5_large_predictions.zh_target_strict_test.csv,101,16,85,0.53125,0.345732,False,-0.278309,-0.157168,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,step7_core_zero_shot_default_no_structural,step7_clean_ablation_control,reports\step7_core_zero_shot_default_no_structural_predictions.zh_target_strict_test.csv,101,16,85,0.588235,0.228709,False,-0.221324,-0.274191,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,step7_identifier_augmented_default,step7_operational_identifier_control,reports\step7_identifier_augmented_default_predictions.zh_target_strict_test.csv,101,16,85,0.523162,0.337754,False,-0.286397,-0.165146,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,step9_e5_lr_l2_50pct_seed_mean,step9_clean_few_shot_seed_mean,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_predictions.zh_test.csv""]",101,16,85,0.819118,0.511861,False,0.009559,0.008961,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,step9_bge_m3_residual_lr_100pct_seed_mean,step9_clean_few_shot_seed_mean,"[""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",101,16,85,0.810294,0.446436,False,0.000735,-0.056464,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,step9_labse_lr_l2_100pct_seed_mean,step9_semantic_control_seed_mean,"[""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",101,16,85,0.831618,0.52949,False,0.022059,0.02659,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,step9_identifier_augmented_lr_l2_100pct_seed_mean,step9_operational_identifier_seed_mean,"[""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",101,16,85,0.716176,0.459684,False,-0.093383,-0.043216,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,step9_e5_lr_l2_positive_pair_mixup_50pct_seed_mean,step9_training_only_minority_regularization_control,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_predictions.zh_test.csv""]",101,16,85,0.836765,0.533889,False,0.027206,0.030989,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,identifier_absent,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,step9_training_only_minority_regularization_control,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",101,16,85,0.838971,0.549525,False,0.029412,0.046625,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,raw_e5_cosine,raw_semantic_control,feature:embedding_cosine_multilingual_e5_large,8,5,3,0.4,0.59619,True,,,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,raw_bge_m3_cosine,raw_semantic_control,feature:embedding_cosine_bge_m3,8,5,3,0.066667,0.485952,True,-0.333333,-0.110238,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,raw_labse_cosine,raw_semantic_control,feature:embedding_cosine_labse,8,5,3,0.733333,0.87619,True,0.333333,0.28,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,step7_core_zero_shot_default,step7_clean_fusion_control,reports\step7_core_zero_shot_default_predictions.zh_target_strict_test.csv,8,5,3,0.7,0.739286,True,0.3,0.143096,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,step7_core_zero_shot_bge_m3,step7_clean_fusion_control,reports\step7_core_zero_shot_bge_m3_predictions.zh_target_strict_test.csv,8,5,3,0.7,0.739286,True,0.3,0.143096,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,step7_core_zero_shot_multilingual_e5_large,step7_clean_fusion_control,reports\step7_core_zero_shot_multilingual_e5_large_predictions.zh_target_strict_test.csv,8,5,3,0.7,0.739286,True,0.3,0.143096,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,step7_core_zero_shot_default_no_structural,step7_clean_ablation_control,reports\step7_core_zero_shot_default_no_structural_predictions.zh_target_strict_test.csv,8,5,3,0.4,0.739286,True,0.0,0.143096,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,step7_identifier_augmented_default,step7_operational_identifier_control,reports\step7_identifier_augmented_default_predictions.zh_target_strict_test.csv,8,5,3,0.7,0.739286,True,0.3,0.143096,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,step9_e5_lr_l2_50pct_seed_mean,step9_clean_few_shot_seed_mean,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_predictions.zh_test.csv""]",8,5,3,0.533333,0.778333,True,0.133333,0.182143,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,step9_bge_m3_residual_lr_100pct_seed_mean,step9_clean_few_shot_seed_mean,"[""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",8,5,3,0.266667,0.639286,True,-0.133333,0.043096,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,step9_labse_lr_l2_100pct_seed_mean,step9_semantic_control_seed_mean,"[""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",8,5,3,0.6,0.79619,True,0.2,0.2,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,step9_identifier_augmented_lr_l2_100pct_seed_mean,step9_operational_identifier_seed_mean,"[""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",8,5,3,0.4,0.739286,True,0.0,0.143096,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,step9_e5_lr_l2_positive_pair_mixup_50pct_seed_mean,step9_training_only_minority_regularization_control,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_predictions.zh_test.csv""]",8,5,3,0.533333,0.778333,True,0.133333,0.182143,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,step9_training_only_minority_regularization_control,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",8,5,3,0.466667,0.759286,True,0.066667,0.163096,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,raw_e5_cosine,raw_semantic_control,feature:embedding_cosine_multilingual_e5_large,7,4,3,0.416667,0.566667,True,,,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,raw_bge_m3_cosine,raw_semantic_control,feature:embedding_cosine_bge_m3,7,4,3,0.083333,0.45119,True,-0.333334,-0.115477,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,raw_labse_cosine,raw_semantic_control,feature:embedding_cosine_labse,7,4,3,0.833333,0.916667,True,0.416666,0.35,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,step7_core_zero_shot_default,step7_clean_fusion_control,reports\step7_core_zero_shot_default_predictions.zh_target_strict_test.csv,7,4,3,0.625,0.617857,True,0.208333,0.05119,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,step7_core_zero_shot_bge_m3,step7_clean_fusion_control,reports\step7_core_zero_shot_bge_m3_predictions.zh_target_strict_test.csv,7,4,3,0.625,0.617857,True,0.208333,0.05119,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,step7_core_zero_shot_multilingual_e5_large,step7_clean_fusion_control,reports\step7_core_zero_shot_multilingual_e5_large_predictions.zh_target_strict_test.csv,7,4,3,0.625,0.617857,True,0.208333,0.05119,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,step7_core_zero_shot_default_no_structural,step7_clean_ablation_control,reports\step7_core_zero_shot_default_no_structural_predictions.zh_target_strict_test.csv,7,4,3,0.25,0.617857,True,-0.166667,0.05119,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,step7_identifier_augmented_default,step7_operational_identifier_control,reports\step7_identifier_augmented_default_predictions.zh_target_strict_test.csv,7,4,3,0.625,0.617857,True,0.208333,0.05119,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,step9_e5_lr_l2_50pct_seed_mean,step9_clean_few_shot_seed_mean,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_predictions.zh_test.csv""]",7,4,3,0.416667,0.667857,True,0.0,0.10119,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,step9_bge_m3_residual_lr_100pct_seed_mean,step9_clean_few_shot_seed_mean,"[""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",7,4,3,0.25,0.617857,True,-0.166667,0.05119,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,step9_labse_lr_l2_100pct_seed_mean,step9_semantic_control_seed_mean,"[""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",7,4,3,0.666667,0.816667,True,0.25,0.25,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,step9_identifier_augmented_lr_l2_100pct_seed_mean,step9_operational_identifier_seed_mean,"[""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",7,4,3,0.25,0.617857,True,-0.166667,0.05119,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,step9_e5_lr_l2_positive_pair_mixup_50pct_seed_mean,step9_training_only_minority_regularization_control,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_50pct_seed_20260322_predictions.zh_test.csv""]",7,4,3,0.416667,0.667857,True,0.0,0.10119,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,high_e5_semantic_no_identifier,step9_e5_lr_l2_positive_pair_mixup_100pct_seed_mean,step9_training_only_minority_regularization_control,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_positive_pair_mixup_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",7,4,3,0.333333,0.642857,True,-0.083334,0.07619,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,raw_e5_cosine,raw_semantic_control,feature:embedding_cosine_multilingual_e5_large,5,2,3,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,raw_bge_m3_cosine,raw_semantic_control,feature:embedding_cosine_bge_m3,5,2,3,0.666667,0.583333,True,-0.333333,-0.416667,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,raw_labse_cosine,raw_semantic_control,feature:embedding_cosine_labse,5,2,3,0.833333,0.833333,True,-0.166667,-0.166667,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,step7_core_zero_shot_default,step7_clean_fusion_control,reports\step7_core_zero_shot_default_predictions.zh_target_strict_test.csv,5,2,3,0.833333,1.0,True,-0.166667,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,step7_core_zero_shot_bge_m3,step7_clean_fusion_control,reports\step7_core_zero_shot_bge_m3_predictions.zh_target_strict_test.csv,5,2,3,0.833333,1.0,True,-0.166667,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,step7_core_zero_shot_multilingual_e5_large,step7_clean_fusion_control,reports\step7_core_zero_shot_multilingual_e5_large_predictions.zh_target_strict_test.csv,5,2,3,0.5,1.0,True,-0.5,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,step7_core_zero_shot_default_no_structural,step7_clean_ablation_control,reports\step7_core_zero_shot_default_no_structural_predictions.zh_target_strict_test.csv,5,2,3,0.833333,0.833333,True,-0.166667,-0.166667,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,step7_identifier_augmented_default,step7_operational_identifier_control,reports\step7_identifier_augmented_default_predictions.zh_target_strict_test.csv,5,2,3,0.5,1.0,True,-0.5,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,step9_e5_lr_l2_50pct_seed_mean,step9_clean_few_shot_seed_mean,"[""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_predictions.zh_test.csv""]",5,2,3,1.0,1.0,True,0.0,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,step9_bge_m3_residual_lr_100pct_seed_mean,step9_clean_few_shot_seed_mean,"[""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",5,2,3,0.666667,0.75,True,-0.333333,-0.25,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,step9_labse_lr_l2_100pct_seed_mean,step9_semantic_control_seed_mean,"[""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",5,2,3,1.0,1.0,True,0.0,0.0,,,,,,,,,,,,,,,,,,,
slice_performance,,,,,,,,,,,,,,,,,,,,,,template_dense,step9_identifier_augmented_lr_l2_100pct_seed_mean,step9_operational_identifier_seed_mean,"[""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_predictions.zh_test.csv"", ""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321_predictions.zh_test.csv"", ""reports\\step9_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322_predictions.zh_test.csv""]",5,2,3,1.0,1.0,True,0.0,0.0,,,,,,,,,,,,,,,,,,,
