evidence_uid,source_dataset,pgp_id_raw,alias_raw,alias_normalized,fingerprint_short_raw,fingerprint_raw,fingerprint_short_normalized,fingerprint_raw_normalized,vendor_ids_raw,vendor_id_count,user_hash_raw,review_count_raw,star_rate_raw
3z669jwe|pgp:1,3z669jwe.sql,1,Platinum Standard,platinum standard,0x04B63E9BA4772C78,483F3631151FBA4895F9FF8404B63E9BA4772C78,0x04B63E9BA4772C78,483F3631151FBA4895F9FF8404B63E9BA4772C78,"57,644,1935",3,,827,99.03
3z669jwe|pgp:2,3z669jwe.sql,2,lostheaven,lostheaven,0xC22A0762D6484CE1,181E6C48B8FC786DBFB4F0E7C22A0762D6484CE1,0xC22A0762D6484CE1,181E6C48B8FC786DBFB4F0E7C22A0762D6484CE1,"58,5827,2629,13041,13702",5,,880,98.95
3z669jwe|pgp:3,3z669jwe.sql,3,guns789,guns789,0x5C01DC039DC7B6E0,FA60B52B6DB1F6207AB7B34D5C01DC039DC7B6E0,0x5C01DC039DC7B6E0,FA60B52B6DB1F6207AB7B34D5C01DC039DC7B6E0,59,1,,0,0.00
3z669jwe|pgp:4,3z669jwe.sql,4,lynx industries,lynx industries,0x7D48DBF3FC64D451,998D0B64DDBEDA9C666D32147D48DBF3FC64D451,0x7D48DBF3FC64D451,998D0B64DDBEDA9C666D32147D48DBF3FC64D451,"60,895,3804,4817",4,,428,93.13
3z669jwe|pgp:5,3z669jwe.sql,5,fredthebaker,fredthebaker,0xD6D4F2D44B13EE03,D683D0D733502404FF1D4A19D6D4F2D44B13EE03,0xD6D4F2D44B13EE03,D683D0D733502404FF1D4A19D6D4F2D44B13EE03,"61,798,1885,3153,11255,10720,16418,27816",8,0fd374069fa6cd2d,1335,97.74
3z669jwe|pgp:6,3z669jwe.sql,6,Chemical Brothers,chemical brothers,0x91FBBAA3D7332D1C,7F35A8A939636DD9FBF68F9B91FBBAA3D7332D1C,0x91FBBAA3D7332D1C,7F35A8A939636DD9FBF68F9B91FBBAA3D7332D1C,"62,856,2148",3,,33,92.73
3z669jwe|pgp:7,3z669jwe.sql,7,aKid,akid,0xCBB53355DF5DD538,B04F0925DB6A2D5AEC0C9C57CBB53355DF5DD538,0xCBB53355DF5DD538,B04F0925DB6A2D5AEC0C9C57CBB53355DF5DD538,"63,1182",2,,391,67.72
3z669jwe|pgp:8,3z669jwe.sql,8,DrawkwarD,drawkward,0xA2A37DDE8E705FF9,F329BCDFAB02B4F54201F64CA2A37DDE8E705FF9,0xA2A37DDE8E705FF9,F329BCDFAB02B4F54201F64CA2A37DDE8E705FF9,"64,31,2081,12481,13401,15426,17771,25363,38011",9,,4193,99.48
3z669jwe|pgp:9,3z669jwe.sql,9,sniffsniff,sniffsniff,0x29F7C90B9F5CF3DC,700236AAB6013F4CBA94EAC829F7C90B9F5CF3DC,0x29F7C90B9F5CF3DC,700236AAB6013F4CBA94EAC829F7C90B9F5CF3DC,65,1,,505,90.10
3z669jwe|pgp:10,3z669jwe.sql,10,PCubeSensei,pcubesensei,0xD5E6BD2D2A1F70D0,3ADB881AA6EFD2A7286FB57ED5E6BD2D2A1F70D0,0xD5E6BD2D2A1F70D0,3ADB881AA6EFD2A7286FB57ED5E6BD2D2A1F70D0,"66,7976,15429",3,,541,94.97
3z669jwe|pgp:11,3z669jwe.sql,11,Saint Symbiosis,saint symbiosis,0x42155086AD90A3E3,BE0604F4E3750DED32365B8F42155086AD90A3E3,0x42155086AD90A3E3,BE0604F4E3750DED32365B8F42155086AD90A3E3,"67,536,2999,9674,12604,13455,17171,17407",8,,1652,98.78
3z669jwe|pgp:12,3z669jwe.sql,12,technohippy,technohippy,0xBB945E09CFCB531F,86911D012B86717B300A77F0BB945E09CFCB531F,0xBB945E09CFCB531F,86911D012B86717B300A77F0BB945E09CFCB531F,"70,852,5940,18047,22359,31711,25130,34211",8,c34ae1afa736ffb7,2166,99.22
3z669jwe|pgp:13,3z669jwe.sql,13,DaHBome,dahbome,0x6E977EE98CACBF3E,D2046E823E3C657EDE8A3CAC6E977EE98CACBF3E,0x6E977EE98CACBF3E,D2046E823E3C657EDE8A3CAC6E977EE98CACBF3E,"71,1200,7870,17382,21001",5,,1009,98.43
3z669jwe|pgp:14,3z669jwe.sql,14,ThePinkPanther,thepinkpanther,0x0B314C61DBA9F3FD,3D2F4C85934A40B1C023D2130B314C61DBA9F3FD,0x0B314C61DBA9F3FD,3D2F4C85934A40B1C023D2130B314C61DBA9F3FD,"77,4994,5540,827,11190,11957,11579,14887",8,,472,97.42
3z669jwe|pgp:16,3z669jwe.sql,16,Sukey,sukey,0xE54F50F182865401,B73CBBA38B0709673FB2CCFDE54F50F182865401,0xE54F50F182865401,B73CBBA38B0709673FB2CCFDE54F50F182865401,"80,1576,2025",3,,7,88.57
3z669jwe|pgp:17,3z669jwe.sql,17,haizenberg,haizenberg,0x8DCD12F8B1926D09,6014E7ACDF457582FF5FE9D18DCD12F8B1926D09,0x8DCD12F8B1926D09,6014E7ACDF457582FF5FE9D18DCD12F8B1926D09,90,1,,799,73.22
3z669jwe|pgp:18,3z669jwe.sql,18,haydenp,haydenp,0xAD96F512759D2E38,D36E33EDD58EAEF405BBA132AD96F512759D2E38,0xAD96F512759D2E38,D36E33EDD58EAEF405BBA132AD96F512759D2E38,"95,140",2,,0,0.00
3z669jwe|pgp:19,3z669jwe.sql,19,Bungee54,bungee54,0x5C9C1A9D9DEF3E14,08075A85429A8B7A2C98C4635C9C1A9D9DEF3E14,0x5C9C1A9D9DEF3E14,08075A85429A8B7A2C98C4635C9C1A9D9DEF3E14,"97,3919,4046,5423",4,0b5a045c861d0642,412,96.50
3z669jwe|pgp:20,3z669jwe.sql,20,gammagoblin,gammagoblin,0x948D159557111452,9265CA985E9E637D739907CC948D159557111452,0x948D159557111452,9265CA985E9E637D739907CC948D159557111452,"98,1120,6240,13631,11633,25062,35301",7,686aaab2376cd4c9,1745,99.56
3z669jwe|pgp:22,3z669jwe.sql,22,Angelina,angelina,0x6F9E81ACEBCAEA64,779A22284964CE89F160E46E6F9E81ACEBCAEA64,0x6F9E81ACEBCAEA64,779A22284964CE89F160E46E6F9E81ACEBCAEA64,"101,301,8054,10803,14175,17872,25418",7,0a77cc2b4971f98f,1431,98.45
3z669jwe|pgp:23,3z669jwe.sql,23,trava!,trava!,0x911A987FE2282A44,9555EA589D5647295F7A899F911A987FE2282A44,0x911A987FE2282A44,9555EA589D5647295F7A899F911A987FE2282A44,"102,16517",2,,1045,22.47
3z669jwe|pgp:24,3z669jwe.sql,24,AstroHaven,astrohaven,0xFC9FE65E218F4644,5087BFDB48B841749187E876FC9FE65E218F4644,0xFC9FE65E218F4644,5087BFDB48B841749187E876FC9FE65E218F4644,"103,1300,8217,13374",4,c231aa1f3f277f74,903,99.84
3z669jwe|pgp:25,3z669jwe.sql,25,SnowBall II,snowball ii,0x39857B8FEB69E741,68A01048AB78C38057BAB75D39857B8FEB69E741,0x39857B8FEB69E741,68A01048AB78C38057BAB75D39857B8FEB69E741,104,1,,0,0.00
3z669jwe|pgp:26,3z669jwe.sql,26,Tessellated,tessellated,0x27ECE978497F3262,DC53338EAA82BEB941B59E2627ECE978497F3262,0x27ECE978497F3262,DC53338EAA82BEB941B59E2627ECE978497F3262,"105,162,8251,8263,9367,18897,18898,24544",8,,836,99.31
3z669jwe|pgp:27,3z669jwe.sql,27,DRUGKINGS,drugkings,0x7A8C740682AE999A,E698123FBDF36D87DA55AF267A8C740682AE999A,0x7A8C740682AE999A,E698123FBDF36D87DA55AF267A8C740682AE999A,"106,1254,17559,36807",4,,268,85.37
3z669jwe|pgp:28,3z669jwe.sql,28,ShopWithUs,shopwithus,0x1BD15A36E763C833,0C19BA4728F2FAFA0AAC19901BD15A36E763C833,0x1BD15A36E763C833,0C19BA4728F2FAFA0AAC19901BD15A36E763C833,"107,4688",2,6c35e593a2f230eb,18,100.00
3z669jwe|pgp:29,3z669jwe.sql,29,RosesGarden,rosesgarden,0xD21C36825AD99108,9808CA1FD4A5FDF12EC12471D21C36825AD99108,0xD21C36825AD99108,9808CA1FD4A5FDF12EC12471D21C36825AD99108,"108,297,5025,6701,11266,11604,15421,20140",8,,1417,99.34
3z669jwe|pgp:30,3z669jwe.sql,30,online-cannabis-king,online-cannabis-king,0xC58F1B1F7A3CE9AB,DF89A1900A576558950EE6E8C58F1B1F7A3CE9AB,0xC58F1B1F7A3CE9AB,DF89A1900A576558950EE6E8C58F1B1F7A3CE9AB,"110,3803,7795,12760,12842",5,,1556,99.07
3z669jwe|pgp:31,3z669jwe.sql,31,project4,project4,0xFDEA979177A02739,615B8BCDFBDEF7A577B4FC96FDEA979177A02739,0xFDEA979177A02739,615B8BCDFBDEF7A577B4FC96FDEA979177A02739,"112,5128,13627,17182,17247,21763,25002,39225",8,,677,99.23
3z669jwe|pgp:32,3z669jwe.sql,32,Dr. Paradise,dr. paradise,0xB2990A9E70304C77,1A5596716ED546C51C9C93EAB2990A9E70304C77,0xB2990A9E70304C77,1A5596716ED546C51C9C93EAB2990A9E70304C77,113,1,,0,0.00
3z669jwe|pgp:34,3z669jwe.sql,34,Peaceful,peaceful,0x1CF7C764995FDB10,F9C265D941291963A2458F741CF7C764995FDB10,0x1CF7C764995FDB10,F9C265D941291963A2458F741CF7C764995FDB10,"116,1186,5917,11296,26925",5,,1232,99.89
3z669jwe|pgp:35,3z669jwe.sql,35,The Scurvy Crew,the scurvy crew,0xF0F0B2E2C19F0F1A,B7740BBF8232210DF3B9A2D9F0F0B2E2C19F0F1A,0xF0F0B2E2C19F0F1A,B7740BBF8232210DF3B9A2D9F0F0B2E2C19F0F1A,"123,5062,11597",3,0dd589cee6c82862,545,98.61
3z669jwe|pgp:37,3z669jwe.sql,37,carlos lopez,carlos lopez,0x12B245FC941EA217,49B3B065D56F7AC1642BF95012B245FC941EA217,0x12B245FC941EA217,49B3B065D56F7AC1642BF95012B245FC941EA217,"125,486,4799,10760,12899,18268,19933,24935,23097,34235",10,,1460,98.84
3z669jwe|pgp:38,3z669jwe.sql,38,MUSHBUD,mushbud,0xFE2A9F499FE544AB,D94B2B26DF80E5540488A5D3FE2A9F499FE544AB,0xFE2A9F499FE544AB,D94B2B26DF80E5540488A5D3FE2A9F499FE544AB,"126,626,20626,36539,39610",5,b8fa61d52ae59816,253,99.60
3z669jwe|pgp:39,3z669jwe.sql,39,PurpleLotus,purplelotus,0xEC2ACD95C030586C,F0B6081A1818457BA92E96E0EC2ACD95C030586C,0xEC2ACD95C030586C,F0B6081A1818457BA92E96E0EC2ACD95C030586C,127,1,,0,0.00
3z669jwe|pgp:40,3z669jwe.sql,40,Dekay,dekay,0xE6670B45461E4AC0,CD46203167307E007413F75BE6670B45461E4AC0,0xE6670B45461E4AC0,CD46203167307E007413F75BE6670B45461E4AC0,"128,1293,6941,13795,14518",5,,277,100.00
3z669jwe|pgp:41,3z669jwe.sql,41,UnknownSeller,unknownseller,0x7AC82EE8804A814D,24573E68D5E9F7D82377FDC97AC82EE8804A814D,0x7AC82EE8804A814D,24573E68D5E9F7D82377FDC97AC82EE8804A814D,"130,177,7446,9695,17250,17903,28866,40624",8,,755,91.26
3z669jwe|pgp:42,3z669jwe.sql,42,muskabuzz,muskabuzz,0xB8FDEB2406EBF65E,506D6909413ADEBB7BA77561B8FDEB2406EBF65E,0xB8FDEB2406EBF65E,506D6909413ADEBB7BA77561B8FDEB2406EBF65E,131,1,,498,75.42
3z669jwe|pgp:43,3z669jwe.sql,43,Machine Maid,machine maid,0xE96C32A00D5C527B,2194A9BF727E3D24CFEB3D90E96C32A00D5C527B,0xE96C32A00D5C527B,2194A9BF727E3D24CFEB3D90E96C32A00D5C527B,132,1,,384,88.13
3z669jwe|pgp:44,3z669jwe.sql,44,chemicalbrothers,chemicalbrothers,0x07579F52FF3726B3,EBDB0ECA8E20DEA7C321E79D07579F52FF3726B3,0x07579F52FF3726B3,EBDB0ECA8E20DEA7C321E79D07579F52FF3726B3,"139,781,8030,12824,15352,23084,34098",7,09df2b1f10c7c730,1061,98.00
3z669jwe|pgp:45,3z669jwe.sql,45,MariosGramShoppe,mariosgramshoppe,0x2F53F3347D16469A,8E6C7C117DA12317CB392ED12F53F3347D16469A,0x2F53F3347D16469A,8E6C7C117DA12317CB392ED12F53F3347D16469A,"142,7844,18430,18458,27176,33112,35554",7,6170e8ee17318e4a,477,99.25
3z669jwe|pgp:46,3z669jwe.sql,46,Liveincontainer,liveincontainer,0xA739E87A3AFC3C1A,2858963FF6792C1FCDECFF4DA739E87A3AFC3C1A,0xA739E87A3AFC3C1A,2858963FF6792C1FCDECFF4DA739E87A3AFC3C1A,"149,3167,8214,12743",4,,2,100.00
3z669jwe|pgp:47,3z669jwe.sql,47,inquisition,inquisition,0xA838C615D7117331,927CC3DE3D30F55DCA223624A838C615D7117331,0xA838C615D7117331,927CC3DE3D30F55DCA223624A838C615D7117331,158,1,,396,86.82
3z669jwe|pgp:48,3z669jwe.sql,48,JohnnyBats,johnnybats,0x0CDAB82F2C62DD97,B14E6C8FC78EC76E1C9D4F150CDAB82F2C62DD97,0x0CDAB82F2C62DD97,B14E6C8FC78EC76E1C9D4F150CDAB82F2C62DD97,164,1,,367,82.23
3z669jwe|pgp:49,3z669jwe.sql,49,Xanaxman,xanaxman,0x6E88920A80D89316,B69CFF353C823E6CE9AAA9AC6E88920A80D89316,0x6E88920A80D89316,B69CFF353C823E6CE9AAA9AC6E88920A80D89316,"94,27617",2,e9a2a7176797f90e,792,99.95
3z669jwe|pgp:50,3z669jwe.sql,50,BestOn3,beston3,0x9B5EAB576D0521A1,3E6ED471286D45D104479EE99B5EAB576D0521A1,0x9B5EAB576D0521A1,3E6ED471286D45D104479EE99B5EAB576D0521A1,"166,1064,5372",3,,635,80.47
3z669jwe|pgp:51,3z669jwe.sql,51,zohar,zohar,0x08A935B13F68F603,741956CE63A5DE9BBFCED8FB08A935B13F68F603,0x08A935B13F68F603,741956CE63A5DE9BBFCED8FB08A935B13F68F603,"168,1286,2320,3073",4,,204,89.31
3z669jwe|pgp:52,3z669jwe.sql,52,remoutlet,remoutlet,0x2153C80CB172AAB3,A7C61D4CE5CC40991C8BB5E72153C80CB172AAB3,0x2153C80CB172AAB3,A7C61D4CE5CC40991C8BB5E72153C80CB172AAB3,"171,3570",2,,612,79.31
3z669jwe|pgp:53,3z669jwe.sql,53,smokinglife,smokinglife,0xDBCBEE5CC26F46D7,57B35054C1931D500645825EDBCBEE5CC26F46D7,0xDBCBEE5CC26F46D7,57B35054C1931D500645825EDBCBEE5CC26F46D7,172,1,,68,47.65
3z669jwe|pgp:54,3z669jwe.sql,54,chomper,chomper,0x97F7016FEA2E9E14,52AF8DA95FFE01F3DA91225C97F7016FEA2E9E14,0x97F7016FEA2E9E14,52AF8DA95FFE01F3DA91225C97F7016FEA2E9E14,"3178,115",2,,0,0.00
3z669jwe|pgp:55,3z669jwe.sql,55,Dream Weaver,dream weaver,0x9DBCA562758BA8AB,A150CFCD5DF16EDBAFAE75D59DBCA562758BA8AB,0x9DBCA562758BA8AB,A150CFCD5DF16EDBAFAE75D59DBCA562758BA8AB,"176,874,6573,18052,21985,25168,27181",7,,579,99.24
3z669jwe|pgp:56,3z669jwe.sql,56,PaulReubens,paulreubens,0xC1CC28459E1E375C,EACC3EE1BF79F03467260B5CC1CC28459E1E375C,0xC1CC28459E1E375C,EACC3EE1BF79F03467260B5CC1CC28459E1E375C,"179,7915,11274,14240,14742,11638,14441,24830,33808",9,,307,99.54
3z669jwe|pgp:57,3z669jwe.sql,57,Green-Machine,green-machine,0xCE1720D3923AA44D,7F72A5BE2F08AB2FC220B0C9CE1720D3923AA44D,0xCE1720D3923AA44D,7F72A5BE2F08AB2FC220B0C9CE1720D3923AA44D,"180,544,3199,5345,17222,17287,18004,34073,40519",9,3ad8f608ac950d12,1191,98.79
3z669jwe|pgp:58,3z669jwe.sql,58,Dutchkings,dutchkings,0xE3B34EF36A80638F,324A044778DFE26817F6FCC9E3B34EF36A80638F,0xE3B34EF36A80638F,324A044778DFE26817F6FCC9E3B34EF36A80638F,"182,650,3927,4038,5461",5,,0,0.00
3z669jwe|pgp:59,3z669jwe.sql,59,Top_Gear_UK,top_gear_uk,0x0D484D6ED42E9705,D0AC403A65630B7C9C4084CD0D484D6ED42E9705,0x0D484D6ED42E9705,D0AC403A65630B7C9C4084CD0D484D6ED42E9705,"184,2569,4191",3,,1921,98.75
3z669jwe|pgp:61,3z669jwe.sql,61,canadasunshine,canadasunshine,0x46F1F9AB078D2972,8E15F519A738C24E181B6D8046F1F9AB078D2972,0x46F1F9AB078D2972,8E15F519A738C24E181B6D8046F1F9AB078D2972,"16,4125,4479,6220,10901,11894,17822,5011,24807,26511",10,b6806e54008eafa5,1479,99.00
3z669jwe|pgp:62,3z669jwe.sql,62,ToddtheGuy,toddtheguy,0xB8B706823EBC4432,36C87D1E7A872A2629C75A4DB8B706823EBC4432,0xB8B706823EBC4432,36C87D1E7A872A2629C75A4DB8B706823EBC4432,17,1,,147,87.76
3z669jwe|pgp:63,3z669jwe.sql,63,fakeasanything,fakeasanything,0x651E55C2A114BE98,B220A633312696759FEEEA37651E55C2A114BE98,0x651E55C2A114BE98,B220A633312696759FEEEA37651E55C2A114BE98,"18,2768,13275,8024",4,,1339,95.68
3z669jwe|pgp:64,3z669jwe.sql,64,starlight,starlight,0xFD9362EAB5D76D0A,0D57BD3FB5D284B6C06FFD4AFD9362EAB5D76D0A,0xFD9362EAB5D76D0A,0D57BD3FB5D284B6C06FFD4AFD9362EAB5D76D0A,"20,309,3273,7551",4,,429,97.53
3z669jwe|pgp:65,3z669jwe.sql,65,anonbearzinho,anonbearzinho,0x0E8468AD0B84C4BD,AD2F76C2D5ABD7536049F2BD0E8468AD0B84C4BD,0x0E8468AD0B84C4BD,AD2F76C2D5ABD7536049F2BD0E8468AD0B84C4BD,"22,2861",2,,0,0.00
3z669jwe|pgp:66,3z669jwe.sql,66,panino,panino,0xF88763766EC5AD2E,F56141825FDB721A3F7C6F6DF88763766EC5AD2E,0xF88763766EC5AD2E,F56141825FDB721A3F7C6F6DF88763766EC5AD2E,"25,2256",2,,0,0.00
3z669jwe|pgp:67,3z669jwe.sql,67,BHOSale,bhosale,0x0784EEC18FD230F3,3D09D518234269E5F0AEB6F90784EEC18FD230F3,0x0784EEC18FD230F3,3D09D518234269E5F0AEB6F90784EEC18FD230F3,"26,1327,2237",3,,34,52.35
3z669jwe|pgp:68,3z669jwe.sql,68,cashmonay13,cashmonay13,0x8C1B1DFB9B5C33D1,B35AB1BF0DA3B7C385C801478C1B1DFB9B5C33D1,0x8C1B1DFB9B5C33D1,B35AB1BF0DA3B7C385C801478C1B1DFB9B5C33D1,"29,3449",2,,15,76.00
3z669jwe|pgp:69,3z669jwe.sql,69,RepAAA,repaaa,0x534CA95ACEF2499B,BBCF3D797E75A5984819B049534CA95ACEF2499B,0x534CA95ACEF2499B,BBCF3D797E75A5984819B049534CA95ACEF2499B,"30,956,2986,4463,6509,10863,14681,10737,17398,17982,21106,22814,25025,26776",14,650ed97742a4635a,608,99.24
3z669jwe|pgp:70,3z669jwe.sql,70,sereal,sereal,0x4835E12C8BDA5B13,CD607A31BCD37F65A781506B4835E12C8BDA5B13,0x4835E12C8BDA5B13,CD607A31BCD37F65A781506B4835E12C8BDA5B13,35,1,,220,99.73
3z669jwe|pgp:71,3z669jwe.sql,71,jesse,jesse,0x5C1EA4D4A890A6B1,21E409BD68CB49294DCA44005C1EA4D4A890A6B1,0x5C1EA4D4A890A6B1,21E409BD68CB49294DCA44005C1EA4D4A890A6B1,37,1,,0,0.00
3z669jwe|pgp:72,3z669jwe.sql,72,DrHouse,drhouse,0x655B8E2F3FE2ABC5,7AAC5F849085AE837F1EAC74655B8E2F3FE2ABC5,0x655B8E2F3FE2ABC5,7AAC5F849085AE837F1EAC74655B8E2F3FE2ABC5,38,1,,0,0.00
3z669jwe|pgp:73,3z669jwe.sql,73,5588,5588,0x282D1686449608D5,CC60DF60ACA5073C1F6EB51C282D1686449608D5,0x282D1686449608D5,CC60DF60ACA5073C1F6EB51C282D1686449608D5,"41,6425",2,,297,94.61
3z669jwe|pgp:74,3z669jwe.sql,74,wakeside917,wakeside917,0xC503A6263C738B05,C5DC5695290ACBB1888B40AAC503A6263C738B05,0xC503A6263C738B05,C5DC5695290ACBB1888B40AAC503A6263C738B05,"42,1033,8809,18258,26410",5,,571,97.30
3z669jwe|pgp:77,3z669jwe.sql,77,joeybagadonuts,joeybagadonuts,0xAA8E5198F3AC99CD,7DA1844108A6B356F073C626AA8E5198F3AC99CD,0xAA8E5198F3AC99CD,7DA1844108A6B356F073C626AA8E5198F3AC99CD,"72,8124,12488,14458,21593,21989,24967",7,58c6d4ace93d37ab,762,99.87
3z669jwe|pgp:78,3z669jwe.sql,78,RefreshYourself,refreshyourself,0x00ACE745F9835EF4,7374C8EA5330060E3C3CFA0C00ACE745F9835EF4,0x00ACE745F9835EF4,7374C8EA5330060E3C3CFA0C00ACE745F9835EF4,"73,272,2727,3257",4,,0,0.00
3z669jwe|pgp:79,3z669jwe.sql,79,MrSunshine,mrsunshine,0x83B4D60A054811AA,322956420C9AE375D30255E583B4D60A054811AA,0x83B4D60A054811AA,322956420C9AE375D30255E583B4D60A054811AA,12395,1,,862,96.91
3z669jwe|pgp:80,3z669jwe.sql,80,REALRX,realrx,0x477D2E4330268D24,79EA2535C5F1AEDD77739C4B477D2E4330268D24,0x477D2E4330268D24,79EA2535C5F1AEDD77739C4B477D2E4330268D24,"75,1561,3144,4194,3903,5417,19512,19521,24822",9,bb9a7c8f95620535,1955,98.25
3z669jwe|pgp:82,3z669jwe.sql,82,indianpilldaddy,indianpilldaddy,0xA3AE1A0E5BDB6844,3A05131F5136C04E5479E74FA3AE1A0E5BDB6844,0xA3AE1A0E5BDB6844,3A05131F5136C04E5479E74FA3AE1A0E5BDB6844,"79,751,3078,8305,10902,18338,27815,38511",8,,562,97.54
3z669jwe|pgp:83,3z669jwe.sql,83,the_source,the_source,0xD960080A16CDF5B5,5851E32CCFCAFE31DBB3C7E9D960080A16CDF5B5,0xD960080A16CDF5B5,5851E32CCFCAFE31DBB3C7E9D960080A16CDF5B5,81,1,,0,0.00
3z669jwe|pgp:84,3z669jwe.sql,84,Caslava,caslava,0x0C211901B7917713,C602FA2496899A2C60D921C60C211901B7917713,0x0C211901B7917713,C602FA2496899A2C60D921C60C211901B7917713,"82,446,7840,10830,11605,17973,18005,24908",8,a5752be18605e3f2,1141,99.46
3z669jwe|pgp:85,3z669jwe.sql,85,nawlins,nawlins,0x9B773479B6E29292,DAB8D53E18AE224E5C6919559B773479B6E29292,0x9B773479B6E29292,DAB8D53E18AE224E5C6919559B773479B6E29292,188,1,,0,0.00
3z669jwe|pgp:86,3z669jwe.sql,86,apoteket,apoteket,0xED1EF31D03F76F50,28E81B9FA0B183FE3E63AB01ED1EF31D03F76F50,0xED1EF31D03F76F50,28E81B9FA0B183FE3E63AB01ED1EF31D03F76F50,543,1,,216,97.22
3z669jwe|pgp:87,3z669jwe.sql,87,Discover,discover,0xE04DBF6E6CD3495A,FB4E95964E48E61CB26F9A33E04DBF6E6CD3495A,0xE04DBF6E6CD3495A,FB4E95964E48E61CB26F9A33E04DBF6E6CD3495A,"85,3516,8685,12787,16594",5,,1798,99.12
3z669jwe|pgp:88,3z669jwe.sql,88,Quantik,quantik,0x58825BEA3D424ADE,CA961E309DDC48B59FD94AF358825BEA3D424ADE,0x58825BEA3D424ADE,CA961E309DDC48B59FD94AF358825BEA3D424ADE,729,1,24b9912abf0477ea,828,99.28
3z669jwe|pgp:89,3z669jwe.sql,89,TheLittleGuys,thelittleguys,0x5FC763D41EA44343,A34BF0395B02B95C6BF3F7A35FC763D41EA44343,0x5FC763D41EA44343,A34BF0395B02B95C6BF3F7A35FC763D41EA44343,"87,1549,5539,11254,12300,16501,26702",7,,1487,99.73
3z669jwe|pgp:90,3z669jwe.sql,90,MadEye,madeye,0x70ED74AD6CB20041,3712DDDA3D70AC6C7F33A31970ED74AD6CB20041,0x70ED74AD6CB20041,3712DDDA3D70AC6C7F33A31970ED74AD6CB20041,"88,774",2,,0,0.00
3z669jwe|pgp:91,3z669jwe.sql,91,Maggots,maggots,0x7A60BF0A11A1CAB4,B9C2FB92CC0D4B10516484937A60BF0A11A1CAB4,0x7A60BF0A11A1CAB4,B9C2FB92CC0D4B10516484937A60BF0A11A1CAB4,"89,3277,6058,8387,14208,27727",6,,774,99.59
3z669jwe|pgp:92,3z669jwe.sql,92,QualityMedicine,qualitymedicine,0x61F4B536924D8341,6D92F0D91DCFCA31CF936E0D61F4B536924D8341,0x61F4B536924D8341,6D92F0D91DCFCA31CF936E0D61F4B536924D8341,91,1,,0,0.00
3z669jwe|pgp:93,3z669jwe.sql,93,AgentSmith008,agentsmith008,0x6EC5F1B70511BB2E,016979FA80D1DB86B7C5E2EE6EC5F1B70511BB2E,0x6EC5F1B70511BB2E,016979FA80D1DB86B7C5E2EE6EC5F1B70511BB2E,"1376,6493",2,,559,98.82
3z669jwe|pgp:94,3z669jwe.sql,94,InsideTheWhale,insidethewhale,0x3952985871704648,47B3782DD79A8A8C153040DE3952985871704648,0x3952985871704648,47B3782DD79A8A8C153040DE3952985871704648,"109,4807,14222,11598,18170,24915,23611,31545",8,48056c78bcfcab2e,1172,99.13
3z669jwe|pgp:95,3z669jwe.sql,95,persianrugsuk,persianrugsuk,0xFFC05281F4651207,F1EED8DBC0E5BD2150D15708FFC05281F4651207,0xFFC05281F4651207,F1EED8DBC0E5BD2150D15708FFC05281F4651207,"141,683,1624,3099",4,,317,95.02
3z669jwe|pgp:96,3z669jwe.sql,96,fake,fake,0x0B9B8F62A7512313,E4093ACFF1696F8A9A422CBC0B9B8F62A7512313,0x0B9B8F62A7512313,E4093ACFF1696F8A9A422CBC0B9B8F62A7512313,"1542,3164,4,5714,12420,9238,7781,14815,12803,31237,34516",11,bc1392643536cb44,2613,96.64
3z669jwe|pgp:97,3z669jwe.sql,97,paris_hilton,paris_hilton,0xAD9752E133E1CCC9,82B9A4AEB1CA9AC66019ECB8AD9752E133E1CCC9,0xAD9752E133E1CCC9,82B9A4AEB1CA9AC66019ECB8AD9752E133E1CCC9,1543,1,,0,0.00
3z669jwe|pgp:98,3z669jwe.sql,98,steadfast,steadfast,0x471D7F643B75E9C7,F747133424CED9CB7CE3C6A6471D7F643B75E9C7,0x471D7F643B75E9C7,F747133424CED9CB7CE3C6A6471D7F643B75E9C7,"1544,253",2,,10,100.00
3z669jwe|pgp:101,3z669jwe.sql,101,infamous7140,infamous7140,0xA9AC12A63BA71427,5793D149CF46530F230398C3A9AC12A63BA71427,0xA9AC12A63BA71427,5793D149CF46530F230398C3A9AC12A63BA71427,1547,1,,0,0.00
3z669jwe|pgp:102,3z669jwe.sql,102,macin,macin,0xC5BBC61D8743B7D8,70C1A7CD064253A669A9DA4CC5BBC61D8743B7D8,0xC5BBC61D8743B7D8,70C1A7CD064253A669A9DA4CC5BBC61D8743B7D8,1548,1,,160,81.38
3z669jwe|pgp:104,3z669jwe.sql,104,books4theug,books4theug,0x8FEE3D43BD3BF865,C3C5DFA6E8A543D24CDD547B8FEE3D43BD3BF865,0x8FEE3D43BD3BF865,C3C5DFA6E8A543D24CDD547B8FEE3D43BD3BF865,"1551,1554",2,,108,96.67
3z669jwe|pgp:105,3z669jwe.sql,105,Sporulator,sporulator,0x19FED4DC2F9CF9A5,82925023331005BA84950CAA19FED4DC2F9CF9A5,0x19FED4DC2F9CF9A5,82925023331005BA84950CAA19FED4DC2F9CF9A5,1553,1,,0,0.00
