evidence_uid,source_dataset,pgp_id_raw,alias_raw,alias_normalized,fingerprint_short_raw,fingerprint_raw,fingerprint_short_normalized,fingerprint_raw_normalized,vendor_ids_raw,vendor_id_count,user_hash_raw,review_count_raw,star_rate_raw
3z669jwe|pgp:2832,3z669jwe.sql,2832,ozpharmer,ozpharmer,0x4A41F8EFCF50010D,3365780D0F2C45919A9429A74A41F8EFCF50010D,0x4A41F8EFCF50010D,3365780D0F2C45919A9429A74A41F8EFCF50010D,"4007,16946,28421",3,,0,0.00
3z669jwe|pgp:2833,3z669jwe.sql,2833,AcousticBuds,acousticbuds,0x1729BAB3A4E92730,C5F75B435F891D8FFED3B6B51729BAB3A4E92730,0x1729BAB3A4E92730,C5F75B435F891D8FFED3B6B51729BAB3A4E92730,4008,1,,0,0.00
3z669jwe|pgp:2834,3z669jwe.sql,2834,Dutch Quality,dutch quality,0xB9D19618F9E7562A,83CAC483CFE28D3860717832B9D19618F9E7562A,0xB9D19618F9E7562A,83CAC483CFE28D3860717832B9D19618F9E7562A,4009,1,,6,100.00
3z669jwe|pgp:2835,3z669jwe.sql,2835,mdzink,mdzink,0xBF5EE005DB887AB0,58BC98A96F4AC346A5B053AABF5EE005DB887AB0,0xBF5EE005DB887AB0,58BC98A96F4AC346A5B053AABF5EE005DB887AB0,4010,1,,0,0.00
3z669jwe|pgp:2836,3z669jwe.sql,2836,rookfelixs,rookfelixs,0x9963A41864385944,504793A53DACD92DD0CFC3E79963A41864385944,0x9963A41864385944,504793A53DACD92DD0CFC3E79963A41864385944,4011,1,,0,0.00
3z669jwe|pgp:2837,3z669jwe.sql,2837,livermorium,livermorium,0x961AC9DA105C6062,E23D29313869C0E5312B3449961AC9DA105C6062,0x961AC9DA105C6062,E23D29313869C0E5312B3449961AC9DA105C6062,4012,1,,0,0.00
3z669jwe|pgp:2838,3z669jwe.sql,2838,NeighborhoodDrugDealer,neighborhooddrugdealer,0x10F399290B2D30B8,FC73A5C4131CC083704BEF8C10F399290B2D30B8,0x10F399290B2D30B8,FC73A5C4131CC083704BEF8C10F399290B2D30B8,4013,1,,0,0.00
3z669jwe|pgp:2839,3z669jwe.sql,2839,PharmaBay,pharmabay,0x58416B949D11FC0C,21839AFF95F6AE117CC05B2958416B949D11FC0C,0x58416B949D11FC0C,21839AFF95F6AE117CC05B2958416B949D11FC0C,4015,1,,0,0.00
3z669jwe|pgp:2840,3z669jwe.sql,2840,capitalistfucker,capitalistfucker,0xEF508724BC187484,001AB9BDFC7A5DF711E9B028EF508724BC187484,0xEF508724BC187484,001AB9BDFC7A5DF711E9B028EF508724BC187484,4019,1,,0,0.00
3z669jwe|pgp:2841,3z669jwe.sql,2841,sma110,sma110,0x322143FA3517EA51,FF62BCCD4615CEFD0A3B1E94322143FA3517EA51,0x322143FA3517EA51,FF62BCCD4615CEFD0A3B1E94322143FA3517EA51,"4021,14524",2,,50,100.00
3z669jwe|pgp:2842,3z669jwe.sql,2842,SleVen007,sleven007,0x3CC55B626D7FA889,1E850563F6FB86DE8B79CD833CC55B626D7FA889,0x3CC55B626D7FA889,1E850563F6FB86DE8B79CD833CC55B626D7FA889,4024,1,,0,0.00
3z669jwe|pgp:2843,3z669jwe.sql,2843,exzess-express,exzess-express,0x705FFE4089D66E21,C25A0D62E0438D3E9E08C259705FFE4089D66E21,0x705FFE4089D66E21,C25A0D62E0438D3E9E08C259705FFE4089D66E21,4025,1,,0,0.00
3z669jwe|pgp:2844,3z669jwe.sql,2844,OakleysFinest,oakleysfinest,0x931BA455E3E70D02,B180C410243474DF1044B38F931BA455E3E70D02,0x931BA455E3E70D02,B180C410243474DF1044B38F931BA455E3E70D02,4026,1,,0,0.00
3z669jwe|pgp:2845,3z669jwe.sql,2845,CokeLab,cokelab,0x9F336DF4EB7CC16B,8B8901D5154A826722DB55F69F336DF4EB7CC16B,0x9F336DF4EB7CC16B,8B8901D5154A826722DB55F69F336DF4EB7CC16B,4027,1,,0,0.00
3z669jwe|pgp:2846,3z669jwe.sql,2846,hojadecoca,hojadecoca,0xB2AB883A952B3D9E,30AE2B48BE411405DA6C5A17B2AB883A952B3D9E,0xB2AB883A952B3D9E,30AE2B48BE411405DA6C5A17B2AB883A952B3D9E,4033,1,,0,0.00
3z669jwe|pgp:2847,3z669jwe.sql,2847,soup,soup,0x4AB813E3C0629DCD,0B1C0A20581DCAE653FC7D904AB813E3C0629DCD,0x4AB813E3C0629DCD,0B1C0A20581DCAE653FC7D904AB813E3C0629DCD,4037,1,,0,0.00
3z669jwe|pgp:2848,3z669jwe.sql,2848,litetime,litetime,0x4F4A31D4CB353A48,FBA66E58919E2C3090B67AFC4F4A31D4CB353A48,0x4F4A31D4CB353A48,FBA66E58919E2C3090B67AFC4F4A31D4CB353A48,4039,1,,0,0.00
3z669jwe|pgp:2849,3z669jwe.sql,2849,StealthSweden,stealthsweden,0xB0C995C9386E96B1,A8538D0A01AC30DCF1509543B0C995C9386E96B1,0xB0C995C9386E96B1,A8538D0A01AC30DCF1509543B0C995C9386E96B1,4048,1,,0,0.00
3z669jwe|pgp:2850,3z669jwe.sql,2850,roller,roller,0xF4578903F20C0F85,6C30D2D2FAF079245E3B0ADAF4578903F20C0F85,0xF4578903F20C0F85,6C30D2D2FAF079245E3B0ADAF4578903F20C0F85,4049,1,,0,0.00
3z669jwe|pgp:2851,3z669jwe.sql,2851,lance,lance,0xDB6CF63A6BCB4C87,0BB060EDE5008BE6421A5A58DB6CF63A6BCB4C87,0xDB6CF63A6BCB4C87,0BB060EDE5008BE6421A5A58DB6CF63A6BCB4C87,4052,1,,0,0.00
3z669jwe|pgp:2852,3z669jwe.sql,2852,CokeCartel,cokecartel,0xDD401ECB4380917E,1805146E35F0C6862FBEE9DBDD401ECB4380917E,0xDD401ECB4380917E,1805146E35F0C6862FBEE9DBDD401ECB4380917E,4054,1,,0,0.00
3z669jwe|pgp:2853,3z669jwe.sql,2853,persianrugsuk(2),persianrugsuk(2),0xD9BA3E62F6075973,1C5EEE7B76D90951A55C3CA7D9BA3E62F6075973,0xD9BA3E62F6075973,1C5EEE7B76D90951A55C3CA7D9BA3E62F6075973,4055,1,,0,0.00
3z669jwe|pgp:2854,3z669jwe.sql,2854,BruceWillix,brucewillix,0xC1407A69379D224F,6E1EEF2C613E0BAC34246231C1407A69379D224F,0xC1407A69379D224F,6E1EEF2C613E0BAC34246231C1407A69379D224F,4058,1,,0,0.00
3z669jwe|pgp:2855,3z669jwe.sql,2855,meatmaster,meatmaster,0x674FFC80B3D77E7D,D49EDDC90810EDB6CE8B66F2674FFC80B3D77E7D,0x674FFC80B3D77E7D,D49EDDC90810EDB6CE8B66F2674FFC80B3D77E7D,4060,1,,0,0.00
3z669jwe|pgp:2856,3z669jwe.sql,2856,usa-tramadol,usa-tramadol,0x247CCFF5B9513037,BA2C17D175B65614E044744B247CCFF5B9513037,0x247CCFF5B9513037,BA2C17D175B65614E044744B247CCFF5B9513037,4062,1,,0,0.00
3z669jwe|pgp:2857,3z669jwe.sql,2857,Ethylphenidate,ethylphenidate,0x17E6CCCE6BDB0DC7,5408C2353A8D7CCCBA5F9F8117E6CCCE6BDB0DC7,0x17E6CCCE6BDB0DC7,5408C2353A8D7CCCBA5F9F8117E6CCCE6BDB0DC7,4064,1,,0,0.00
3z669jwe|pgp:2858,3z669jwe.sql,2858,xaxaxxaphone,xaxaxxaphone,0x6AF6B25775DBFD18,865463EC4FE03E11523462996AF6B25775DBFD18,0x6AF6B25775DBFD18,865463EC4FE03E11523462996AF6B25775DBFD18,4067,1,,0,0.00
3z669jwe|pgp:2859,3z669jwe.sql,2859,redletterday,redletterday,0x49D6E849FC5D60ED,9D05533809F96A70015ACAD749D6E849FC5D60ED,0x49D6E849FC5D60ED,9D05533809F96A70015ACAD749D6E849FC5D60ED,4070,1,,0,0.00
3z669jwe|pgp:2860,3z669jwe.sql,2860,BHOSale(2),bhosale(2),0x7D359502147060FE,35682329C5B515BBA0508DDD7D359502147060FE,0x7D359502147060FE,35682329C5B515BBA0508DDD7D359502147060FE,4071,1,,0,0.00
3z669jwe|pgp:2861,3z669jwe.sql,2861,dukefield(2),dukefield(2),0x77E68064E66B3550,48FC79F8BE27FCF9A1A0B64777E68064E66B3550,0x77E68064E66B3550,48FC79F8BE27FCF9A1A0B64777E68064E66B3550,4074,1,,0,0.00
3z669jwe|pgp:2862,3z669jwe.sql,2862,8SHA28391YEJKD,8sha28391yejkd,0xB483B778EE76D113,BC965180098E7BF513347C6FB483B778EE76D113,0xB483B778EE76D113,BC965180098E7BF513347C6FB483B778EE76D113,4075,1,,0,0.00
3z669jwe|pgp:2863,3z669jwe.sql,2863,ChronicChef(2),chronicchef(2),0x28CAE14A79CDE3BC,D64C34E82EF31CEDC06D0B8828CAE14A79CDE3BC,0x28CAE14A79CDE3BC,D64C34E82EF31CEDC06D0B8828CAE14A79CDE3BC,4076,1,,0,0.00
3z669jwe|pgp:2864,3z669jwe.sql,2864,GuideGuy,guideguy,0xDABD2C8A0AE8F9AE,722B701C4692D96A0AD12C9BDABD2C8A0AE8F9AE,0xDABD2C8A0AE8F9AE,722B701C4692D96A0AD12C9BDABD2C8A0AE8F9AE,4077,1,,0,0.00
3z669jwe|pgp:2865,3z669jwe.sql,2865,smoothswazi,smoothswazi,0xABA32ED8FC7BCAD8,5AFD4F5D7C8E00B953452DB2ABA32ED8FC7BCAD8,0xABA32ED8FC7BCAD8,5AFD4F5D7C8E00B953452DB2ABA32ED8FC7BCAD8,4079,1,,0,0.00
3z669jwe|pgp:2866,3z669jwe.sql,2866,KandyChaos,kandychaos,0x35AA826201AB58D5,3765F7F90981164CC64ED73135AA826201AB58D5,0x35AA826201AB58D5,3765F7F90981164CC64ED73135AA826201AB58D5,4081,1,,0,0.00
3z669jwe|pgp:2867,3z669jwe.sql,2867,mademanifest,mademanifest,0x479D23578465EC3A,AA642F094FEC7DA147954540479D23578465EC3A,0x479D23578465EC3A,AA642F094FEC7DA147954540479D23578465EC3A,4082,1,,0,0.00
3z669jwe|pgp:2869,3z669jwe.sql,2869,Hackertot,hackertot,0xF0B6E7024F697A75,325012155BB8DB9DF32D8C06F0B6E7024F697A75,0xF0B6E7024F697A75,325012155BB8DB9DF32D8C06F0B6E7024F697A75,4088,1,,0,0.00
3z669jwe|pgp:2870,3z669jwe.sql,2870,skrillpapa,skrillpapa,0xEC51342A07DE1CFD,0864E7BE6FE5CB14438680EEEC51342A07DE1CFD,0xEC51342A07DE1CFD,0864E7BE6FE5CB14438680EEEC51342A07DE1CFD,4091,1,,0,0.00
3z669jwe|pgp:2872,3z669jwe.sql,2872,MushGuy,mushguy,0x1B4A6154FB1E8313,4A2D652EC745C6B6C8AA967E1B4A6154FB1E8313,0x1B4A6154FB1E8313,4A2D652EC745C6B6C8AA967E1B4A6154FB1E8313,4093,1,,0,0.00
3z669jwe|pgp:2873,3z669jwe.sql,2873,lumini,lumini,0x30BD521DBBE6BA3B,27647268C30639E1A7C7251630BD521DBBE6BA3B,0x30BD521DBBE6BA3B,27647268C30639E1A7C7251630BD521DBBE6BA3B,4096,1,,0,0.00
3z669jwe|pgp:2874,3z669jwe.sql,2874,nutella-gmbh,nutella-gmbh,0xE2968422FD317F83,5A46AFA3B23A198C67FB7927E2968422FD317F83,0xE2968422FD317F83,5A46AFA3B23A198C67FB7927E2968422FD317F83,4097,1,,0,0.00
3z669jwe|pgp:2875,3z669jwe.sql,2875,Tentesla,tentesla,0xC90C173B43E80FCB,7685A335EE5904CA202E2084C90C173B43E80FCB,0xC90C173B43E80FCB,7685A335EE5904CA202E2084C90C173B43E80FCB,4098,1,,0,0.00
3z669jwe|pgp:2876,3z669jwe.sql,2876,PlanetPayPal,planetpaypal,0xDB0ADB5AAD20CE61,6E25FB75CC656DD3A09A9BCEDB0ADB5AAD20CE61,0xDB0ADB5AAD20CE61,6E25FB75CC656DD3A09A9BCEDB0ADB5AAD20CE61,4099,1,,0,0.00
3z669jwe|pgp:2877,3z669jwe.sql,2877,instrument(2),instrument(2),0x89ECB49A8E9CD66D,DD2FAE335B40F0C881CEA77289ECB49A8E9CD66D,0x89ECB49A8E9CD66D,DD2FAE335B40F0C881CEA77289ECB49A8E9CD66D,4100,1,,0,0.00
3z669jwe|pgp:2878,3z669jwe.sql,2878,mb_for_low_14,mb_for_low_14,0x8F4B1DCDAC863239,BAA25BEC467BB168DDB0E1128F4B1DCDAC863239,0x8F4B1DCDAC863239,BAA25BEC467BB168DDB0E1128F4B1DCDAC863239,4101,1,,0,0.00
3z669jwe|pgp:2879,3z669jwe.sql,2879,Mr,mr,0x89155F11176BB6CE,4E4B25C6FE7189A0BDB23B3D89155F11176BB6CE,0x89155F11176BB6CE,4E4B25C6FE7189A0BDB23B3D89155F11176BB6CE,4107,1,,0,0.00
3z669jwe|pgp:2880,3z669jwe.sql,2880,brucewayne,brucewayne,0x7F70C4CA5D27F3CF,9CDC73B337B80C2B97A403C67F70C4CA5D27F3CF,0x7F70C4CA5D27F3CF,9CDC73B337B80C2B97A403C67F70C4CA5D27F3CF,4108,1,,0,0.00
3z669jwe|pgp:2881,3z669jwe.sql,2881,drugteam,drugteam,0x278A51933C83D7F1,104A4863802DEF01FC19C74D278A51933C83D7F1,0x278A51933C83D7F1,104A4863802DEF01FC19C74D278A51933C83D7F1,4110,1,,0,0.00
3z669jwe|pgp:2882,3z669jwe.sql,2882,Atheist666,atheist666,0x824C62CF8F1426C0,5C10B9467FA020F8F3320E57824C62CF8F1426C0,0x824C62CF8F1426C0,5C10B9467FA020F8F3320E57824C62CF8F1426C0,4111,1,,0,0.00
3z669jwe|pgp:2883,3z669jwe.sql,2883,dutchpride(2),dutchpride(2),0x9F490DB58D9AD299,3B20C6758E9A5A8E322230C29F490DB58D9AD299,0x9F490DB58D9AD299,3B20C6758E9A5A8E322230C29F490DB58D9AD299,4112,1,,0,0.00
3z669jwe|pgp:2884,3z669jwe.sql,2884,DutchDope(2),dutchdope(2),0xCD5087DCD4555D9F,0DCA3176C29CF9A8D5BBF033CD5087DCD4555D9F,0xCD5087DCD4555D9F,0DCA3176C29CF9A8D5BBF033CD5087DCD4555D9F,4113,1,,0,0.00
3z669jwe|pgp:2885,3z669jwe.sql,2885,Vault,vault,0x9168E72DA1654BB9,7A6CA596C8731ED9375B1D889168E72DA1654BB9,0x9168E72DA1654BB9,7A6CA596C8731ED9375B1D889168E72DA1654BB9,4115,1,,0,0.00
3z669jwe|pgp:2886,3z669jwe.sql,2886,Indicrypto,indicrypto,0x41D98E43690DE80F,6EA252FAB06F230FDC20934241D98E43690DE80F,0x41D98E43690DE80F,6EA252FAB06F230FDC20934241D98E43690DE80F,4116,1,,1,100.00
3z669jwe|pgp:2887,3z669jwe.sql,2887,mangetout345(2),mangetout345(2),0x4AAF8930606BF85D,A47D4E837A272E78584901E74AAF8930606BF85D,0x4AAF8930606BF85D,A47D4E837A272E78584901E74AAF8930606BF85D,4117,1,,0,0.00
3z669jwe|pgp:2888,3z669jwe.sql,2888,dutchdeal(2),dutchdeal(2),0x899FE1602CA95411,77470DB9CBD9C199F417CB77899FE1602CA95411,0x899FE1602CA95411,77470DB9CBD9C199F417CB77899FE1602CA95411,4119,1,,0,0.00
3z669jwe|pgp:2889,3z669jwe.sql,2889,grenadier,grenadier,0x1CBB28777A06642D,D11FC925C4D40A8761E468381CBB28777A06642D,0x1CBB28777A06642D,D11FC925C4D40A8761E468381CBB28777A06642D,4120,1,,0,0.00
3z669jwe|pgp:2890,3z669jwe.sql,2890,SavageAngel(2),savageangel(2),0x71D04D0FF154647D,FDA96D04A2FDE66F2B8572F271D04D0FF154647D,0x71D04D0FF154647D,FDA96D04A2FDE66F2B8572F271D04D0FF154647D,4121,1,,0,0.00
3z669jwe|pgp:2891,3z669jwe.sql,2891,zerom2013,zerom2013,0x3C925EA61CB0E763,895CD99BAF54656F32E29D8A3C925EA61CB0E763,0x3C925EA61CB0E763,895CD99BAF54656F32E29D8A3C925EA61CB0E763,4122,1,,0,0.00
3z669jwe|pgp:2892,3z669jwe.sql,2892,cashandcoke(2),cashandcoke(2),0xEFCDA1B22F39BA81,96BFB20B9274DBF0DE41C9E7EFCDA1B22F39BA81,0xEFCDA1B22F39BA81,96BFB20B9274DBF0DE41C9E7EFCDA1B22F39BA81,4124,1,,0,0.00
3z669jwe|pgp:2893,3z669jwe.sql,2893,DRPHIL,drphil,0x126211D728415EB8,A15ADF0158D2DCF05BECD7D4126211D728415EB8,0x126211D728415EB8,A15ADF0158D2DCF05BECD7D4126211D728415EB8,4126,1,,0,0.00
3z669jwe|pgp:2894,3z669jwe.sql,2894,dreamtimeproductions,dreamtimeproductions,0x5F7D6828C34C7ECE,F83BE2C43AE920DF770AA0815F7D6828C34C7ECE,0x5F7D6828C34C7ECE,F83BE2C43AE920DF770AA0815F7D6828C34C7ECE,4127,1,,0,0.00
3z669jwe|pgp:2895,3z669jwe.sql,2895,RawMaterial,rawmaterial,0xD7249ED3F734B785,131AF4521BE8FEE14A6621BCD7249ED3F734B785,0xD7249ED3F734B785,131AF4521BE8FEE14A6621BCD7249ED3F734B785,4129,1,,0,0.00
3z669jwe|pgp:2896,3z669jwe.sql,2896,batcountry,batcountry,0x0F2CFC868A9CFAA8,4EA7470A3C773EE61B64BFBE0F2CFC868A9CFAA8,0x0F2CFC868A9CFAA8,4EA7470A3C773EE61B64BFBE0F2CFC868A9CFAA8,"4130,4855,6251,18067,18559",5,,369,99.73
3z669jwe|pgp:2897,3z669jwe.sql,2897,slenderman,slenderman,0xA266B2C46F56818C,3D5589FA546963A043C6E671A266B2C46F56818C,0xA266B2C46F56818C,3D5589FA546963A043C6E671A266B2C46F56818C,4132,1,,0,0.00
3z669jwe|pgp:2898,3z669jwe.sql,2898,salsify,salsify,0xF411CEB1093445E7,3D72798835DCDC88523BA99AF411CEB1093445E7,0xF411CEB1093445E7,3D72798835DCDC88523BA99AF411CEB1093445E7,"4133,8194,12537,14682",4,,159,100.00
3z669jwe|pgp:2899,3z669jwe.sql,2899,lexq(2),lexq(2),0x2228F25CCEF8C19E,86677747C71D4E220E5C772C2228F25CCEF8C19E,0x2228F25CCEF8C19E,86677747C71D4E220E5C772C2228F25CCEF8C19E,4134,1,,0,0.00
3z669jwe|pgp:2900,3z669jwe.sql,2900,NAPP,napp,0x919B9143FABA07B5,0C5BBAB5687F0001E56AF376919B9143FABA07B5,0x919B9143FABA07B5,0C5BBAB5687F0001E56AF376919B9143FABA07B5,4138,1,,0,0.00
3z669jwe|pgp:2901,3z669jwe.sql,2901,NaughtyStuff,naughtystuff,0xBF73BEAE65C4AC9B,6BF68BE58DC8722D7D48B083BF73BEAE65C4AC9B,0xBF73BEAE65C4AC9B,6BF68BE58DC8722D7D48B083BF73BEAE65C4AC9B,4142,1,,0,0.00
3z669jwe|pgp:2902,3z669jwe.sql,2902,FwdProgression,fwdprogression,0x7F1E9922CDEC78ED,68AA421F75DF903CCCE499617F1E9922CDEC78ED,0x7F1E9922CDEC78ED,68AA421F75DF903CCCE499617F1E9922CDEC78ED,4143,1,,0,0.00
3z669jwe|pgp:2903,3z669jwe.sql,2903,Dank,dank,0x7251FFF3424E8DB5,2442CC379E42DA6A19F1CE167251FFF3424E8DB5,0x7251FFF3424E8DB5,2442CC379E42DA6A19F1CE167251FFF3424E8DB5,4145,1,,0,0.00
3z669jwe|pgp:2904,3z669jwe.sql,2904,AUmerc,aumerc,0x732B6F28984FA669,1492FACD58A3DFBB13489C9C732B6F28984FA669,0x732B6F28984FA669,1492FACD58A3DFBB13489C9C732B6F28984FA669,4146,1,,0,0.00
3z669jwe|pgp:2905,3z669jwe.sql,2905,BudSupplyCo,budsupplyco,0x4848F1F10D6FA124,B8198CBFC23038A3821CF0594848F1F10D6FA124,0x4848F1F10D6FA124,B8198CBFC23038A3821CF0594848F1F10D6FA124,"4148,6732",2,,0,0.00
3z669jwe|pgp:2906,3z669jwe.sql,2906,Guardian,guardian,0xEF60153604DF7343,B952AEEC19368244976D3962EF60153604DF7343,0xEF60153604DF7343,B952AEEC19368244976D3962EF60153604DF7343,4151,1,,0,0.00
3z669jwe|pgp:2907,3z669jwe.sql,2907,Drakks,drakks,0x1358771994E1F3EB,CBC1544FF09B9045670F5C6E1358771994E1F3EB,0x1358771994E1F3EB,CBC1544FF09B9045670F5C6E1358771994E1F3EB,4152,1,,0,0.00
3z669jwe|pgp:2908,3z669jwe.sql,2908,TheCaravan,thecaravan,0x58E4B81E0F569FA1,88D0B5830D95371B17C993F358E4B81E0F569FA1,0x58E4B81E0F569FA1,88D0B5830D95371B17C993F358E4B81E0F569FA1,4160,1,,0,0.00
3z669jwe|pgp:2909,3z669jwe.sql,2909,9bertis4512,9bertis4512,0xA59B1219D13F7FE3,236C363FF0C9E52056865026A59B1219D13F7FE3,0xA59B1219D13F7FE3,236C363FF0C9E52056865026A59B1219D13F7FE3,4161,1,,0,0.00
3z669jwe|pgp:2910,3z669jwe.sql,2910,wharfratflyaway,wharfratflyaway,0x74BFF558E8902C15,FB4DFD40EE42BBEFE2E86D3E74BFF558E8902C15,0x74BFF558E8902C15,FB4DFD40EE42BBEFE2E86D3E74BFF558E8902C15,4162,1,,0,0.00
3z669jwe|pgp:2911,3z669jwe.sql,2911,sier(2),sier(2),0x8BFDAEC69374084A,8DA60178C115647D092A6D398BFDAEC69374084A,0x8BFDAEC69374084A,8DA60178C115647D092A6D398BFDAEC69374084A,4167,1,,0,0.00
3z669jwe|pgp:2912,3z669jwe.sql,2912,hotline,hotline,0xA29AF0E84B350AF8,2E329BEFE482ACAAE9934403A29AF0E84B350AF8,0xA29AF0E84B350AF8,2E329BEFE482ACAAE9934403A29AF0E84B350AF8,4168,1,,0,0.00
3z669jwe|pgp:2913,3z669jwe.sql,2913,nationchemz,nationchemz,0x995A7591D14B383F,CEF869C9F95F608C1B68976A995A7591D14B383F,0x995A7591D14B383F,CEF869C9F95F608C1B68976A995A7591D14B383F,4171,1,,359,98.94
3z669jwe|pgp:2914,3z669jwe.sql,2914,FattusCatteratus,fattuscatteratus,0xC4125D5D9D8A1D08,254888FBE9B689735DD25295C4125D5D9D8A1D08,0xC4125D5D9D8A1D08,254888FBE9B689735DD25295C4125D5D9D8A1D08,4175,1,,1,20.00
3z669jwe|pgp:2915,3z669jwe.sql,2915,begood(2),begood(2),0xDF96001991C89301,08D0232110F7D923649683DCDF96001991C89301,0xDF96001991C89301,08D0232110F7D923649683DCDF96001991C89301,4182,1,,0,0.00
3z669jwe|pgp:2916,3z669jwe.sql,2916,BroBig,brobig,0x4BFC519993D7FD05,DE9CE7D7BF008A92260AC2604BFC519993D7FD05,0x4BFC519993D7FD05,DE9CE7D7BF008A92260AC2604BFC519993D7FD05,4184,1,,0,0.00
3z669jwe|pgp:2917,3z669jwe.sql,2917,iSellCVVPaypal,isellcvvpaypal,0xC67D3461C75C0314,C3401765BB62C973E7051A1BC67D3461C75C0314,0xC67D3461C75C0314,C3401765BB62C973E7051A1BC67D3461C75C0314,4187,1,,0,0.00
3z669jwe|pgp:2918,3z669jwe.sql,2918,MrFeeny,mrfeeny,0x5E5045D22D37B017,E28E589DCC3305B21321CC3D5E5045D22D37B017,0x5E5045D22D37B017,E28E589DCC3305B21321CC3D5E5045D22D37B017,4192,1,,0,0.00
3z669jwe|pgp:2919,3z669jwe.sql,2919,DirectSupply,directsupply,0x7A0705479F840B8A,3C38B958D5640699A0F8B8927A0705479F840B8A,0x7A0705479F840B8A,3C38B958D5640699A0F8B8927A0705479F840B8A,4193,1,,0,0.00
3z669jwe|pgp:2920,3z669jwe.sql,2920,bigjim(2),bigjim(2),0xE1FE3FE272B97C0E,5EB745B4B0528FC0DD7D4CF2E1FE3FE272B97C0E,0xE1FE3FE272B97C0E,5EB745B4B0528FC0DD7D4CF2E1FE3FE272B97C0E,4200,1,,0,0.00
3z669jwe|pgp:2921,3z669jwe.sql,2921,trinekkini13,trinekkini13,0xDB623B44927D2733,DA5389967277EE748C324AEBDB623B44927D2733,0xDB623B44927D2733,DA5389967277EE748C324AEBDB623B44927D2733,4208,1,,0,0.00
3z669jwe|pgp:2922,3z669jwe.sql,2922,silencewillfall,silencewillfall,0xCD641382E3DD9837,80C539064556D37379022065CD641382E3DD9837,0xCD641382E3DD9837,80C539064556D37379022065CD641382E3DD9837,4209,1,,0,0.00
3z669jwe|pgp:2923,3z669jwe.sql,2923,GeneralStore,generalstore,0x7A00C5FF35DFF5F3,147332306DD1D0A6EAF865247A00C5FF35DFF5F3,0x7A00C5FF35DFF5F3,147332306DD1D0A6EAF865247A00C5FF35DFF5F3,4216,1,,0,0.00
3z669jwe|pgp:2925,3z669jwe.sql,2925,secretbuds,secretbuds,0xB88AA01B463920A7,28C65FA2BC88621FDDA42B6FB88AA01B463920A7,0xB88AA01B463920A7,28C65FA2BC88621FDDA42B6FB88AA01B463920A7,1976,1,20c47032ab59f1d2,15,100.00
3z669jwe|pgp:2927,3z669jwe.sql,2927,UKmandyMAN1,ukmandyman1,0xBB20524F8C01FB6C,534D539129B4C8AD66F6D69CBB20524F8C01FB6C,0xBB20524F8C01FB6C,534D539129B4C8AD66F6D69CBB20524F8C01FB6C,2249,1,,3,100.00
3z669jwe|pgp:2928,3z669jwe.sql,2928,Constantinople,constantinople,0x15D753A4D2024AD2,5FCD69B508CF6B91DDFAC83415D753A4D2024AD2,0x15D753A4D2024AD2,5FCD69B508CF6B91DDFAC83415D753A4D2024AD2,"3744,4292",2,,8,100.00
3z669jwe|pgp:2930,3z669jwe.sql,2930,2PACCC,2paccc,0xACE5A33598CB5B81,80D3A631AC1D8827F01E2732ACE5A33598CB5B81,0xACE5A33598CB5B81,80D3A631AC1D8827F01E2732ACE5A33598CB5B81,4224,1,,8,87.50
3z669jwe|pgp:2932,3z669jwe.sql,2932,roxas,roxas,0xAFCE9B928B5025DD,AF5B63F775C1FC149A486AEAAFCE9B928B5025DD,0xAFCE9B928B5025DD,AF5B63F775C1FC149A486AEAAFCE9B928B5025DD,4229,1,,15,100.00
3z669jwe|pgp:2934,3z669jwe.sql,2934,PureHeaven(2),pureheaven(2),0x193BF2DE60AF602F,2202DE2D73A426CB43671E5E193BF2DE60AF602F,0x193BF2DE60AF602F,2202DE2D73A426CB43671E5E193BF2DE60AF602F,3020,1,,12,100.00
3z669jwe|pgp:2935,3z669jwe.sql,2935,boonzick420,boonzick420,0x8560435F0DFCC8AC,99D97080AC01F900A412AC408560435F0DFCC8AC,0x8560435F0DFCC8AC,99D97080AC01F900A412AC408560435F0DFCC8AC,3349,1,,1,100.00
3z669jwe|pgp:2936,3z669jwe.sql,2936,Hashishin,hashishin,0x345995E6EAEE5CE2,92C2610805B89971B582F5F1345995E6EAEE5CE2,0x345995E6EAEE5CE2,92C2610805B89971B582F5F1345995E6EAEE5CE2,"3793,4637,19781,26858,26720,22526,31257,31464",8,,143,97.34
3z669jwe|pgp:2937,3z669jwe.sql,2937,HarryTuttle(2),harrytuttle(2),0xC7652303DB7CBD12,4140A71DFCC5E7B32570DDDAC7652303DB7CBD12,0xC7652303DB7CBD12,4140A71DFCC5E7B32570DDDAC7652303DB7CBD12,3819,1,,15,100.00
3z669jwe|pgp:2938,3z669jwe.sql,2938,Datgurlgo,datgurlgo,0xF8466163C6DBB1A0,2E67130CAC7A4B2F88074D01F8466163C6DBB1A0,0xF8466163C6DBB1A0,2E67130CAC7A4B2F88074D01F8466163C6DBB1A0,"3596,1090",2,,56,92.86
3z669jwe|pgp:2940,3z669jwe.sql,2940,TimmytheRubJubman,timmytherubjubman,0x9C01FFA8B31160EF,018095B73DA7B070283406749C01FFA8B31160EF,0x9C01FFA8B31160EF,018095B73DA7B070283406749C01FFA8B31160EF,4231,1,,0,0.00
