alias_normalized,from_tijkc3xx_count,from_suspected_strong_count,from_suspected_weak_count,from_suspected_imposter_count,source_presence_count,is_official_benchmark_alias,is_aux_graph_expanded_alias,linked_aux_fingerprint_count,linked_aux_fingerprints
colorfultaste,1,0,0,0,1,true,false,2,0x805EA830EE2CE206 || DCA16826F62AFFBD2D1E2ED3805EA830EE2CE206
colucci,2,0,0,0,1,true,false,2,0EB47FE511700F12D40C9542ED17C7774C0D70EF || 0xED17C7774C0D70EF
columbia_industries,4,0,0,0,1,true,false,2,0x6D102125DB0FB98A || 2DAA9528C10942C6B75A57476D102125DB0FB98A
columbiaconnect,1,0,0,0,1,true,false,2,0xA2BC06AD2618CA15 || F776368BB78312600C265E95A2BC06AD2618CA15
columbiamagic,5,0,0,0,1,true,false,0,
columbiancoke,1,0,0,0,1,true,false,2,0xDE51040A2AC9B254 || 400E6B283BA8FA0D2A2482E9DE51040A2AC9B254
columbianpride,1,0,0,0,1,true,false,2,0x15A8A7D626732CFD || A21E747E2A77DDFFDEE1A44615A8A7D626732CFD
columbiapictures,1,0,0,0,1,true,false,2,0x3BFEAE395C430F67 || 808B48BFA29B58DB180B8C7A3BFEAE395C430F67
combocrew,1,0,0,0,1,true,false,2,05A8A14360C223D932049E143E23DB177ABDBB73 || 0x3E23DB177ABDBB73
combomeal,1,0,0,0,1,true,false,2,0x14ACA4F9322FA64F || AF073E29C91B3D40A8DDBB7814ACA4F9322FA64F
comboseller,2,3,5,0,3,true,false,2,0xD3F4F1767F71284A || 408879E7083E3CA1B03E23C1D3F4F1767F71284A
comeback111,1,0,0,0,1,true,false,2,0xE6BCC807F18A0DB5 || E9D0EA2A22BA237C5E6C5642E6BCC807F18A0DB5
comebackhaze,1,0,0,0,1,true,false,0,
comebackhaze48,2,0,0,0,1,true,false,2,0x007C907A5E00FBFC || 67A1CF7FE1EC16FD2BEA60FA007C907A5E00FBFC
comeoneileen,1,0,0,0,1,true,false,2,0x5D06021E953E3A90 || CBA32E5C69326D9367D25DF15D06021E953E3A90
comerciantebr,1,0,0,0,1,true,false,2,0xBDEB5FE85A84CFD0 || 3686E6F51D8D0E5C58FBFB98BDEB5FE85A84CFD0
comfortably-numb,1,0,1,0,2,true,false,0,
comfortably_numb,1,0,3,0,2,true,false,2,0xA78BA716613ECC85 || 931166759FA2AE52CE4FBCA7A78BA716613ECC85
comicsans,1,0,0,0,1,true,false,2,0xC4C264A875DD75F3 || 4879D3D38781E10B73033D0EC4C264A875DD75F3
commiejack,1,0,0,0,1,true,false,2,0xE480CC2398077CC3 || 9A83D178765DFCE9B9F99CCBE480CC2398077CC3
commo,2,0,0,0,1,true,false,2,0x8437C97618DB208B || 7530CABDD4B59EF9855D56DC8437C97618DB208B
commonwealthbank,1,0,0,0,1,true,false,2,0x5EB214FC6F8ACC1F || E169D7EB2A81F15A481C1D7C5EB214FC6F8ACC1F
compassionca,1,0,0,0,1,true,false,2,0x270DED9C01EE7EBF || F1E95D19424D4AA8B141AC72270DED9C01EE7EBF
comt_official,1,0,1,0,2,true,false,0,
conartist,1,4,4,0,3,true,false,2,0x8A66EEE050352FC6 || A643A855C4ABD1FC3369DA758A66EEE050352FC6
concentr8,1,0,0,0,1,true,false,2,0xEC23960A5FD4768D || C8B2FCFE5600ACC166A29093EC23960A5FD4768D
concentr8-dealer,1,0,1,0,2,true,false,0,
concentr8dealer,1,0,0,0,1,true,false,0,
concentrate-dealer,2,0,3,0,2,true,false,2,0x8B2BD7D80EE8ECD6 || ED8E48106458C62D2F5D9EF08B2BD7D80EE8ECD6
concentratesking,6,0,8,0,2,true,false,2,0x1938B88DCD891494 || B5C6D6F7014A31F4134A5A1E1938B88DCD891494
concerta&gaviar,1,1,1,0,3,true,false,0,
concerta&gaviar;,1,3,3,0,3,true,false,2,0xD0503346AD886BD7 || 5089B06285702AFD2C52AAACD0503346AD886BD7
concertration,1,0,0,0,1,true,false,2,0x2DB5DA870351CC5A || 6FAC43DF47974EDC018AC2322DB5DA870351CC5A
concierge,1,0,0,0,1,true,false,0,
conciliare,1,0,0,0,1,true,false,2,0x1B01DD78AA33CFBB || 59A4166C49330A58DD5443BE1B01DD78AA33CFBB
conclusion13,1,0,0,0,1,true,false,2,0x8ADB67D6B2092C03 || D89FAF0E2D64B4A7B7CFEC2E8ADB67D6B2092C03
confirmedbill,1,0,0,0,1,true,false,0,
confucious,3,0,4,0,2,true,false,2,0x88637071D4C115F5 || E7B015AB3B343434331DB56588637071D4C115F5
connect365,1,0,0,0,1,true,false,0,
connectingdrugs,1,0,0,0,1,true,false,2,0xA657CAE3B958E158 || 12F4E99A2878493B22565B57A657CAE3B958E158
connectking,1,0,0,0,1,true,false,2,0xC3B4FE5E3D6DE517 || BCAB8A59C0EA62E58AE88F67C3B4FE5E3D6DE517
connecto,1,0,0,0,1,true,false,2,0xEBE3F000ED2E1310 || B36CB3252258BC6D3ADB47F9EBE3F000ED2E1310
connecto01,2,0,0,0,1,true,false,2,0xB3A0D3052C7673B2 || AFAEF81ABC50609E04C35D5CB3A0D3052C7673B2
connecto1,2,0,0,0,1,true,false,0,
connoisseurquality,1,0,0,0,1,true,false,2,0x2D543AC33343960B || FE89DFEBA62B656E77D624162D543AC33343960B
conscioushealing,2,0,0,0,1,true,false,2,0xC9B5B5F8C2137E74 || F12C212DC1066B8357C43453C9B5B5F8C2137E74
conscript,1,0,0,0,1,true,false,2,0x44CCABBA4AE88CDF || 1D231241FA066754545CDAC644CCABBA4AE88CDF
consistency,3,0,0,0,1,true,false,2,0x74E3817401714106 || 2C4EB78FDC3079B8ADB4B73474E3817401714106
constantinople,2,0,0,0,1,true,false,2,0x15D753A4D2024AD2 || 5FCD69B508CF6B91DDFAC83415D753A4D2024AD2
constellations,2,0,0,0,1,true,false,2,0x5283A00511159093 || 823D372D5427B402D5E314075283A00511159093
contactme,3,0,0,0,1,true,false,2,0x1EE4E59808A7AF6C || 654C776A4D570B9ACD9A6A2A1EE4E59808A7AF6C
contentlychronic,1,0,0,0,1,true,false,0,
contigousd,1,0,0,0,1,true,false,2,0xFF5B6583DEEA95F1 || 8A120F54A5ADB872E5B90E86FF5B6583DEEA95F1
contingency,1,0,0,0,1,true,false,2,0xD309E428D814DB79 || 23B08489CDAFD7A0DB39B6A2D309E428D814DB79
continustor,4,0,0,0,1,true,false,2,0x64BC2233996131A5 || 254F05264DF17B05EA4DCE6E64BC2233996131A5
contortrix,1,0,0,0,1,true,false,2,0xA606956CE3D0DD49 || CA00BE566EEB655B7C4BB647A606956CE3D0DD49
contrabandcrew,2,0,0,0,1,true,false,2,0x2A8217977A2C7AB0 || C6C4CBF637EFDA7020616EF82A8217977A2C7AB0
contrefeit,1,0,0,0,1,true,false,2,0x5967855F2DC700B8 || 29C8B6192AE2810D745451AC5967855F2DC700B8
convenience,7,0,13,0,2,true,false,2,0xBAB2377D336CC728 || 881371A9F074DE9F6A009DB3BAB2377D336CC728
convenient,1,0,1,0,2,true,false,0,
conwaystern017,1,0,0,0,1,true,false,2,0xC1A7D95204D0E59F || FD4210723C2C9E5F4CA357CEC1A7D95204D0E59F
conyaso,2,0,0,0,1,true,false,2,0x71506BE1A57A41DD || 78795BAE04B225377B0D3F3A71506BE1A57A41DD
cookie-monster,1,0,0,0,1,true,false,2,0x3D69F93725425ABB || 4847FF26A129EAD5FF6F10603D69F93725425ABB
cookie_monster,1,0,0,0,1,true,false,2,0x1914A4E85E7F4152 || D326C193944151E316D418971914A4E85E7F4152
cookiecompany,2,0,0,0,1,true,false,2,0xE40FA166C2D55666 || 1F7FA270B204CBEE20291C91E40FA166C2D55666
cookiecruncher,1,0,0,0,1,true,false,2,0x85A83120FDF77D3A || 5502E29A4DFD294E6D8D225585A83120FDF77D3A
cookiemonstah,2,0,0,0,1,true,false,2,0x65DDCB8D5227C47E || 50338DAF7782368FF1127A4F65DDCB8D5227C47E
cookieplug,1,0,0,0,1,true,false,2,0xD468183C00587059 || 90F629823256D94525E44C30D468183C00587059
cookies_hunter,1,0,0,0,1,true,false,2,0x1794DA1C5513D902 || 60015CC9450A8E03921155B71794DA1C5513D902
cookingtim3,1,0,0,0,1,true,false,2,0x9343B5CEAA8DF33C || E029E724519BD41697FED99B9343B5CEAA8DF33C
cooksfinest,1,0,0,0,1,true,false,2,0x86363C80E02C066A || C729CC02689E8220CC8D027786363C80E02C066A
cool-cat,1,0,1,0,2,true,false,0,
cool-stuff,1,0,0,0,1,true,false,0,
cool-whipt,2,0,0,0,1,true,false,2,0x2769CB7FB44EAC6B || A4337F49740916F5D26D27CE2769CB7FB44EAC6B
cool_ridge,3,3,7,0,3,true,false,2,0x0D6226D2EDEC63A9 || 75BFF5FE0B0583D8E98398610D6226D2EDEC63A9
coolbenz1,1,0,0,0,1,true,false,2,0xF729FB6737CB0B0A || F00FE52B19D372B69754C391F729FB6737CB0B0A
coolblue,2,0,4,0,2,true,false,2,0x76F2A9FDADA71C7C || 42E402119EC6D21AD05A777976F2A9FDADA71C7C
coolcat,1,0,0,0,1,true,false,2,0x8C7A4185A7222766 || 3547B90442FDCA8B32CED06E8C7A4185A7222766
coolcoolcool,1,0,0,0,1,true,false,2,0x27D3101D91104837 || CDAC8E09442BF1A002F8EE8327D3101D91104837
cooletron,2,0,0,0,1,true,false,2,0xF00744C25F5BA1C7 || 472926C8617BC650A385948CF00744C25F5BA1C7
coolfac3,2,0,0,0,1,true,false,2,0x93044886ECB082BA || 6A64A8AE1CD73784E692CB8A93044886ECB082BA
coolface,2,0,0,0,1,true,false,2,0x043B60D12E75DA10 || 9318EF4169CDC8A736A07D91043B60D12E75DA10
coolguy5220,1,0,3,0,2,true,false,2,0x4DC411B22921A1F0 || 18E2BB1C08E324CB9123DB3C4DC411B22921A1F0
coolink9,1,0,0,0,1,true,false,2,0xAC2AC9A0618C9714 || 1D6D840492F871C3D0E0DDD8AC2AC9A0618C9714
coolintelligent,1,0,0,0,1,true,false,2,0xB212F593A3BC5B89 || 10F241E063296ACBC04A6229B212F593A3BC5B89
coolio666,1,5,5,0,3,true,false,2,0x96760FCB2A9014B6 || 18DEA9BF0A0A25C0883F03A396760FCB2A9014B6
coolkitty,1,0,0,0,1,true,false,2,0xFA91AE4CB38B7220 || DCFA6E7CCDC55D1B327D1E12FA91AE4CB38B7220
coolman,2,0,0,0,1,true,false,2,0x546B0289481A2116 || DC3597143DBEA79289568C21546B0289481A2116
coolparty,1,0,0,0,1,true,false,2,0x74BD952E35F0192B || B09BE5433C70E67049F6C75D74BD952E35F0192B
coolridges,1,0,0,0,1,true,false,0,
coolstorybabe,1,0,0,0,1,true,false,2,0xDAED68E92639C482 || 5C228763C6A46671C469ACB5DAED68E92639C482
coon420,1,0,0,0,1,true,false,0,
cooperate,1,0,0,0,1,true,false,2,0x4801B18B6FF60115 || 9A8AB65A742C873BE4BAD9AF4801B18B6FF60115
cooperman,1,1,1,0,3,true,false,0,
cooperskandies,1,0,0,0,1,true,false,0,
cop,1,0,0,0,1,true,false,2,0x8C043B98E07712E2 || 23B702D34CB453A8DA279D7F8C043B98E07712E2
copaiba-oil,1,0,0,0,1,true,false,0,
copngoavenue,1,0,0,0,1,true,false,2,0x7F9814E921F932C4 || D42771B61C21A3B93D30C0EE7F9814E921F932C4
copperhead,1,0,0,0,1,true,false,2,0xB655C68FBEBABCD2 || E29748D428F12B9E238D3370B655C68FBEBABCD2
copperheadroad,2,0,0,0,1,true,false,2,0x209BBEF1D97E9716 || 91D9DE801C2211A40F0CAC9E209BBEF1D97E9716
copsneverbustu,1,1,1,0,3,true,false,0,
copswontbustu,4,3,7,0,3,true,false,2,0xB3AB5F3BB8646CBF || E9B6834A2D89075E39E9C457B3AB5F3BB8646CBF
corazon,1,0,0,0,1,true,false,2,0x9B8FB829ACA02952 || 63F017B513186A2E27312C0E9B8FB829ACA02952
corbynuk,1,0,0,0,1,true,false,2,0xD46447D47B3B41EC || 69A1BD613993218724CB8ACCD46447D47B3B41EC
corecafe,1,0,0,0,1,true,false,2,0x70E9816116294E3F || E717F44B2B5FB9219E7D3FD170E9816116294E3F
corescal,3,1,1,0,3,true,false,2,0x448906EC7CF05334 || 427E48341C9432A81AF6D055448906EC7CF05334
corey_worthington,1,0,0,0,1,true,false,2,0xEB9B8732E70C905D || 42EB912E563ED5638B3C13F9EB9B8732E70C905D
coreytrevor,2,0,0,0,1,true,false,2,094449780E9352E8BF61694237493409F8C9D09D || 0x37493409F8C9D09D
coriolis,1,0,0,0,1,true,false,2,0x61D98A13055932A8 || B65AA6493745418FF9CBA8CF61D98A13055932A8
corleone_team,1,0,0,0,1,true,false,2,0xBAB40B5CD0C9EC10 || 3AD6BF1B3712413126CAE59CBAB40B5CD0C9EC10
cormackvendor,1,0,0,0,1,true,false,2,0x691298A2DC02E89E || C7F9132A5BBAF472E4143A68691298A2DC02E89E
corndog7,1,0,0,0,1,true,false,2,0x9A5A7EA55E6F2EEF || 407BA88DAB2CFB6D022087D29A5A7EA55E6F2EEF
cornerapothecary,1,0,0,0,1,true,false,2,0x869920C3FC88E48E || 2B9C736061E48C40E805E99A869920C3FC88E48E
cornerbakery,3,0,0,0,1,true,false,2,0xE517E20969E6570C || D3FFBF33998A8192F2988C92E517E20969E6570C
cornerman,2,0,0,0,1,true,false,2,0x07741C3AF42F321B || 71EBF5CF093EE155F6B315AD07741C3AF42F321B
cornerstore,1,0,0,0,1,true,false,2,0x9C828E65C0702DA3 || 3C385B879BED1265E762F71F9C828E65C0702DA3
cornertang36,1,0,0,0,1,true,false,2,0xDE812BC69256D8F2 || 5FC0B2762103954226D64410DE812BC69256D8F2
cornertang38,1,0,0,0,1,true,false,2,0FF7FD54BEA72ADB4CCB244A4708ECC213BAF534 || 0x4708ECC213BAF534
cornettos,3,0,0,0,1,true,false,0,
cornflake,1,0,0,0,1,true,false,0,
cornishguy2017,1,0,0,0,1,true,false,2,0xD90D1C452826145B || 2097D18E1C792150D0D43459D90D1C452826145B
cornpharmer,1,0,0,0,1,true,false,2,0xC7F3F8B075198618 || 4056856CA6A76D4E354A32EDC7F3F8B075198618
cornshakes,1,0,0,0,1,true,false,2,0xDDD2E4B2C56B1173 || B20EB64B6D24DCA37CD8D75FDDD2E4B2C56B1173
cornucopias,1,0,0,0,1,true,false,2,0x5332B3F929840BB6 || 4623D58A004A0B18BF17FAB75332B3F929840BB6
coronacheeked,1,0,0,0,1,true,false,2,0x49F2E4496A6A44D1 || FA0E574B508B8F7BDC56BCA849F2E4496A6A44D1
corporate,1,0,0,0,1,true,false,2,0xBF3DBDA081A4687C || 42085C7F48C9EA6C9F1DD00ABF3DBDA081A4687C
corporate_services,1,0,0,0,1,true,false,2,0x70C87290201110AA || 913F229FA015FD53B3CF9ED970C87290201110AA
corrugatedjejunum,2,0,0,0,1,true,false,2,0xC911653D3268A8BB || E7F6A9CA45D05E51C3B132A2C911653D3268A8BB
corruptofficial,1,0,0,0,1,true,false,2,0x6D88A26D80B5EBC4 || 3C99928C1E9A500569316A5A6D88A26D80B5EBC4
coruba,1,0,0,0,1,true,false,2,0x147ECBE11AAC3ACC || 40190D19661B35FAFF9B9C0A147ECBE11AAC3ACC
cosa-nostra,1,1,1,0,3,true,false,0,
cosmic_consciousness,6,1,5,0,3,true,false,0,
cosmicbites,8,0,0,0,1,true,false,2,0x125E956637F16BD1 || 68767F5133614F16E46A1CB3125E956637F16BD1
cosmicbites420,1,0,0,0,1,true,false,0,
cosmiccheetah,1,0,0,0,1,true,false,2,0xBD0A61DCFA145BFC || FC1B6896A281762DACE9477DBD0A61DCFA145BFC
cosmicconscious,3,2,10,0,3,true,false,2,0x7A200023FA1DC9F9 || 321F5412D11E37E734F8C1D17A200023FA1DC9F9
cosmicdark,2,0,0,0,1,true,false,2,0x0DEDDD9F09B12F07 || 22D277B8D06A77A027E2EE900DEDDD9F09B12F07
cosmicdust,2,0,0,0,1,true,false,2,0x1FA622C530015EFB || 8BC9CE464BE29E8175438C461FA622C530015EFB
cosmiclove,1,0,0,0,1,true,false,2,0xDD61FAB1E6A92C60 || 33E8A29A1F80103B177A4B6FDD61FAB1E6A92C60
cosmix,1,0,0,0,1,true,false,2,0x1187F84E36D0154A || E19F70071D11D9898F3150E11187F84E36D0154A
cosmo-de-cite,2,0,0,0,1,true,false,0,
cosmokramer,1,0,0,0,1,true,false,2,0x9C6D1524C067EEDF || 4005A1F968C40ACB50E4E0859C6D1524C067EEDF
cosmokrameryo,2,0,1,0,2,true,false,0,
cosmopull,2,0,0,0,1,true,false,2,0x319F47F129D0884C || 28520452EE42FE208BBA95AF319F47F129D0884C
cosmo~,1,0,0,0,1,true,false,2,0xCC0C023DEA720549 || 3D4733D151D60BFC2B5CCB83CC0C023DEA720549
cosmo~kramer,2,0,5,0,2,true,false,2,0x30CDBF12410F1438 || 6F30437A94EAE044E81F389930CDBF12410F1438
cossacks,1,0,0,0,1,true,false,2,0x60D72B218F054DCE || 1EF617B6ABDFD58956F6AF0860D72B218F054DCE
costadelchems,3,0,5,0,2,true,false,2,0x249EFA0C0D547D15 || 47911FC5D0BBA1D44FB6B6B6249EFA0C0D547D15
costalconnect,1,0,0,0,1,true,false,2,0xC6FCD7A477A70BAD || C75C61301F7C649CA5B34908C6FCD7A477A70BAD
costco,1,0,0,0,1,true,false,2,0x71D625DB50976BE7 || 1B13B5901349CB4255C8CDF171D625DB50976BE7
costco1991,1,0,0,0,1,true,false,2,0x9F1DE1E197B86640 || B50B0CE5966162680FAE5A9F9F1DE1E197B86640
costcowholesale,1,0,0,0,1,true,false,2,0x1543BA057A5E8339 || 71F756A7ACEA70459A7B19161543BA057A5E8339
costicamarcel,1,0,0,0,1,true,false,0,
cottoneater,1,0,0,0,1,true,false,2,0xF6264CBA61377067 || 73BEFB3A436600A09BCB73CEF6264CBA61377067
coughyids,1,0,0,0,1,true,false,2,0x58196CC750FF136D || 577E5DC7C030E2E691D26E0D58196CC750FF136D
councilofweed,2,0,0,0,1,true,false,2,0xBA20EF9B149A2003 || D08A93F9CBD8F6775663F43BBA20EF9B149A2003
counsellor,2,0,0,0,1,true,false,2,0x06C869793749AAB6 || C46A902060F6C22CBCB0745D06C869793749AAB6
countercodex,2,0,0,0,1,true,false,2,0x13D644F43CBE16D5 || 719DA9A16CF7349C030E7ADE13D644F43CBE16D5
counterculture,1,0,0,0,1,true,false,2,0x3F5DC56C76B4017F || EAD075D1BFDD832A1D2452EA3F5DC56C76B4017F
counterfeit_king,1,0,0,0,1,true,false,2,0x2C24B2297B9B87C8 || A386B6FE5E7BEDB5B9DD6DD02C24B2297B9B87C8
counterfeitcorner,2,0,0,0,1,true,false,2,0xDD793ED9F2A90ECF || F06F85D5E2B5AA6D69F79DC7DD793ED9F2A90ECF
counterfeitking,1,1,1,0,3,true,false,0,
counterfeits,2,0,0,0,1,true,false,2,0xA21E055910E12572 || 2EE42CA49E211C73F34BD0D3A21E055910E12572
counterfeitsxcards,1,0,0,0,1,true,false,0,
counterfeituk,1,0,0,0,1,true,false,2,0xF64D9C322B292E8F || 88D7A6E8CA7BC633D28CCFFCF64D9C322B292E8F
counterfeitusd,1,0,0,0,1,true,false,2,0xCFC780043C8494E9 || 6EF17A5A15584ACDA81580DECFC780043C8494E9
counterninja,1,0,0,0,1,true,false,2,0xFF8CCCF5C80D2E5B || 50945D7CE46E176D16022DD6FF8CCCF5C80D2E5B
couplinglecturer,1,0,0,0,1,true,false,2,0x52C478A89C2385D2 || 5D0CE85739BA554BFF8E6D7652C478A89C2385D2
couponbuyer123,1,0,0,0,1,true,false,2,0F176E881210BC4A1BBCE4045F3E6C23E3D1575E || 0x5F3E6C23E3D1575E
couponking,1,0,0,0,1,true,false,2,0x5E18565CC18EBCD2 || EAB41035D79AD99855EE9DC45E18565CC18EBCD2
courage,1,0,0,0,1,true,false,2,0x119D2CC9B9CA78D2 || 17FA65C85D36DCCFB6A9A20E119D2CC9B9CA78D2
courvoisier,4,0,0,0,1,true,false,2,0x61B2DC000CD2AED3 || AAD6A904AE7C7E44801A7C3F61B2DC000CD2AED3
courvoisierfullz,1,0,0,0,1,true,false,0,
cousinmolly,3,0,0,0,1,true,false,2,0x18388C35F8EF5170 || C069FA6BDA814718E9B617FD18388C35F8EF5170
cousteau,1,0,0,0,1,true,false,2,0x1597FD54B4096775 || BB9FCD162ECCE5CDBF0288441597FD54B4096775
cowbe11s,2,0,0,0,1,true,false,2,0x37A292D3267A8378 || 5580692B45229875F91AE29C37A292D3267A8378
cowboyjunkie,2,0,0,0,1,true,false,2,0x44E36AA2F3A8AAC2 || 40B162F65CCFD7D61280B2C344E36AA2F3A8AAC2
cowgirl33,1,0,0,0,1,true,false,2,0x1D181FF3327D296E || A81C06E00E0EBB9EE69E6E5E1D181FF3327D296E
cowtales,1,0,0,0,1,true,false,0,
cozmikdub,1,0,0,0,1,true,false,2,0x7CDDCEF95F3C2A29 || 9CD6AEEB5982B8E1314828357CDDCEF95F3C2A29
cp_company1,1,0,0,0,1,true,false,2,0x60819AA17BA8E16D || 1B9A8175C6E118E5ABE79DAA60819AA17BA8E16D
cpd0day,1,0,0,0,1,true,false,2,0xE5FE317C1C246040 || D7EEF73F43D0257A9B661B91E5FE317C1C246040
cpro51,1,0,0,0,1,true,false,2,0xF98846E086B24610 || E81078586FFB2E78DD290E8CF98846E086B24610
cptcharmander,1,0,0,0,1,true,false,0,
cptnhayata,2,0,2,0,2,true,false,2,0xE0EF15144AE9285C || D50BD2F6EC216D1CE55E638BE0EF15144AE9285C
cptnhayata(2),0,0,3,0,1,true,false,2,0xCD6A44EC62E29AEA || AA0A5F8257730BA64D4B2B6ECD6A44EC62E29AEA
cptplanet,4,0,7,0,2,true,false,2,0x33A593F6E2FFDD27 || 53394C474BD1A3FBC44A316833A593F6E2FFDD27
cqdx,5,3,9,0,3,true,false,2,0x5F43C2ACB667CFE9 || B608C835570CA79CACA929AB5F43C2ACB667CFE9
cr1m1nal,1,0,0,0,1,true,false,2,0xF70F61B2BC7373B9 || 5EFED03AF12FE853349C1212F70F61B2BC7373B9
cr8zboss,1,0,0,0,1,true,false,2,0x57A8D5C3DFB67044 || 1A80749B1E3E37520DCE7EF657A8D5C3DFB67044
crackbak,1,0,0,0,1,true,false,2,0xC8F75FAFD5D41DE8 || 42CD03E01011EF92893ABFC8C8F75FAFD5D41DE8
crackboy19,1,0,0,0,1,true,false,2,0xACA628CFC7B8DDC6 || 5F1F9917303918763D8163C7ACA628CFC7B8DDC6
crackedoutballs,1,0,0,0,1,true,false,2,0xA76FB5AFAB7738B1 || 22CB155E95EA6840BE6615F3A76FB5AFAB7738B1
crackey,1,0,0,0,1,true,false,0,
crackfire,2,0,0,0,1,true,false,2,0xC9DBDCA0C765CA90 || 419D7423D019A8EABB8DFF57C9DBDCA0C765CA90
crackhaed,1,0,0,0,1,true,false,2,0x9557B298DE8E6713 || 38A60D59922413CE11588B909557B298DE8E6713
crackhouse,1,0,0,0,1,true,false,0,
crackjoke,1,0,0,0,1,true,false,2,0x1937F791E469B9CA || 19B42C7D77B141738243F0C51937F791E469B9CA
crackminty,1,0,3,0,2,true,false,2,0x3E8BF96DC53F4A32 || BB18FAA44916BB00F12F9C893E8BF96DC53F4A32
craigjamie,1,0,0,0,1,true,false,2,0xF7DFE760ECE90A59 || 5D0DE0103239C7C87A984462F7DFE760ECE90A59
craigjamie1,1,0,0,0,1,true,false,0,
craigman,8,0,0,0,1,true,false,2,0xA2DEB866C6301981 || EF279978A576783D6A70FBB1A2DEB866C6301981
crakerjack,1,0,1,0,2,true,false,0,
crako23,1,0,0,0,1,true,false,2,0x7E0630489FEA55D2 || 30E596C85FBC13ACB07AE2B07E0630489FEA55D2
crammmooo,1,0,0,0,1,true,false,2,0x48967B8C7B6EA09C || B8F3AD561CDA06A5B2AA2D3048967B8C7B6EA09C
cramponcell,1,0,0,0,1,true,false,0,
crank-yanker,1,0,0,0,1,true,false,2,0x24BF6E39E7CDF8C5 || 9775F5732ED0DC749D600F4E24BF6E39E7CDF8C5
crashboy,1,0,0,0,1,true,false,2,0x450E74AA46A716A5 || A9A9758C66A0737E111581D9450E74AA46A716A5
crassthere,1,0,1,0,2,true,false,0,
cratzvendor,1,0,0,0,1,true,false,2,0x073843E525F30B4C || A7D64AAC1CCF98C753F1DB19073843E525F30B4C
crave201,1,0,3,0,2,true,false,2,0x5AE3D8A5CA2FABF5 || FE6B5E119A5FF086F5B888365AE3D8A5CA2FABF5
cravenmorehead,1,0,0,0,1,true,false,2,0x03E27F40CFC4894B || C33116A799C714F3AB5B363E03E27F40CFC4894B
crazedchemist,3,0,0,0,1,true,false,2,0x6E33A162F35519E5 || 80E70E33F6CA29C1DD7D50AC6E33A162F35519E5
crazex,1,0,0,0,1,true,false,0,
crazy,1,0,0,0,1,true,false,0,
crazy-carder,1,0,0,0,1,true,false,2,0x38C0F3AD002E609D || A72CD5E1BD2F0B9C9ABF5B7A38C0F3AD002E609D
crazy-eights,7,0,0,0,1,true,false,2,0x1E2BEB5825AD0C45 || 36C6929AE952F1E6E48D0BD61E2BEB5825AD0C45
crazycoke,3,0,0,0,1,true,false,2,0x99B0EC55E125FAB2 || 3238CF7547586FF4D8D2D90299B0EC55E125FAB2
crazycroky,1,0,0,0,1,true,false,2,0xD995E035DD99EBE2 || F016EF0BAAC633B5B86455D1D995E035DD99EBE2
crazyeights,1,0,0,0,1,true,false,2,0x68FA979A563D7712 || D4AB960D27B5326DBDF4E02C68FA979A563D7712
crazyeyes000,1,0,0,0,1,true,false,0,
crazyfarm,2,0,3,0,2,true,false,2,0xB2BAE237B4C96D1E || 4F3AD6FB436CB17D20F51FDAB2BAE237B4C96D1E
crazyhacker,1,0,0,0,1,true,false,2,0x8DAE033AE983CC11 || C0AA7498518FCE8B5BB437428DAE033AE983CC11
crazyloco567,1,0,0,0,1,true,false,2,0xF9FF57DEAE897C30 || FDE34001D51BA41E06C5B0AAF9FF57DEAE897C30
crazymoments,1,0,0,0,1,true,false,2,0x2FE03279C4754289 || 7ABEE81081910024CEE25A832FE03279C4754289
crazyshop,1,0,0,0,1,true,false,2,0x75BD6B508C402065 || 385743A54F38DD9E697888CB75BD6B508C402065
crazyspider,1,0,0,0,1,true,false,2,0x69B282E971553E18 || 70544DDDD492C642A382042269B282E971553E18
creambeans,1,0,0,0,1,true,false,2,0xA8AD9ADA6374E23C || 9187BB14F923A68B14B34666A8AD9ADA6374E23C
creamegg,1,0,0,0,1,true,false,0,
creamknowledge,1,3,3,0,3,true,false,2,0x537452999AAE4CC7 || 623EE140F2E64AF36454D530537452999AAE4CC7
creams,1,0,0,0,1,true,false,2,0xF0CAE94F11AF3316 || E3E672730FE6225DE4E11CB8F0CAE94F11AF3316
creamsaat shroom ger,1,0,0,0,1,true,false,2,0x6E0F22AA79691B57 || B1A455969AEE2529C138D7136E0F22AA79691B57
creamsicle,1,0,0,0,1,true,false,2,0x7192ADCF34A5A3EB || 57B6CE9DAAAD8B5CA0C845F57192ADCF34A5A3EB
creamsoda,2,3,6,0,3,true,false,2,0x94DF7A24BFE108DA || 3A813AF80C4888428E519A0794DF7A24BFE108DA
creamypeaches,1,0,0,0,1,true,false,2,0xC86F9667BCAC8001 || EEA5C274068D1570A7D7912EC86F9667BCAC8001
creatine,2,1,1,0,3,true,false,0,
creatine.exe,1,3,6,0,3,true,false,2,0xE0CEAC64C01E7EA7 || 3ED542D082B742557B22DE42E0CEAC64C01E7EA7
creative,1,0,0,0,1,true,false,2,0x1F5189D0661923E1 || AB3A2554242E20624896C0561F5189D0661923E1
creativerec,1,0,0,0,1,true,false,2,0x57967696E1A3B1E5 || 26F6E1918849B83FEC87154C57967696E1A3B1E5
creator1988,1,0,0,0,1,true,false,0,
